id_expediente,numero,fecha_ingreso,sumario,rol_claudia,rol_recalculado,autoría_confirmada,rol_consistente,cantidad_autores,autores,tipo_oficial,estado_actual,etapa_ciclo,ubicacion,giros,ultimo_movimiento,evidencia_sancion,fuentes_sancion,fuentes_captura,ficha_oficial_completa,url_expediente,es_832_2026
139734,385-D-2026,2026-03-02T11:37:34,INFORMES REFERIDOS A LA IMPLEMENTACIÓN Y CUMPLIMIENTO DE LA LEY 1877 DE ORDENAMIENTO Y SOTERRAMIENTO DE TENDIDOS DE REDES HFC.-,coautora,coautora,True,True,5,"FERREÑO, CLAUDIO AMÉRICO | CAPORICCIO, FRANCISCO | IAÑEZ, BERENICE | NEGRI, CLAUDIA | ROSSEN, BÁRBARA",RESOLUCION,archivado,archivado,ARCHIVO,OBRAS Y SERVICIOS PÚBLICOS,"{""fecha"": ""2026-07-29"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139734,False
139733,384-D-2026,2026-03-02T11:29:57,DECLÁRASE HUÉSPED DE HONOR AL SR. ROBERT ANTHONY PLANT.-,coautora,coautora,True,True,15,"FERREÑO, CLAUDIO AMÉRICO | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | ROSSEN, BÁRBARA | SALVATIERRA, ALEJANDRO | SANTORO, LEANDRO | VELÁZQUEZ, DELFINA",DECLARACION,archivado,archivado,ARCHIVO,CULTURA,"{""fecha"": ""2026-08-05"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EXPEDIENTE EN ARCHIVO CON DATOS BANK INGRESADOS""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones | actividad_recinto,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139733,False
139731,382-D-2026,2026-03-02T11:25:54,INFORMES REFERIDOS AL FUNCIONAMIENTO DE LA DIRECCIÓN GENERAL DE VIOLENCIA DE GÉNERO.-,coautora,coautora,True,True,4,"FERREÑO, CLAUDIO AMÉRICO | IAÑEZ, BERENICE | NEGRI, CLAUDIA | VELÁZQUEZ, DELFINA",RESOLUCION,sancionado,sancionado,MEP,"MUJERES, GÉNEROS Y DIVERSIDADES","{""fecha"": ""2026-06-22"", ""oficina"": ""MEP"", ""descripcion"": ""SANCIONADO. EN MEP ESPERANDO COMUNICACION CON EL PE U OTRAS ENTIDADES (ESPERANDO RECEPCION)""}",True,estado_actual | etapa_ciclo | ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139731,False
139730,381-D-2026,2026-03-02T11:24:51,"CONMEMÓRASE EL 50° ANIVERSARIO DEL ASESINATO DE LOS SACERDOTES PALOTINOS ALFREDO LEADEN, PEDRO DUFFAU Y ALFREDO KELLY Y LOS SEMINARISTAS SALVADOR BARBEITO Y EMILIO BARLETTI PERPETRADOS EL 4 DE JULIO DE 1976.-",coautora,coautora,True,True,6,"FERREÑO, CLAUDIO AMÉRICO | BIELLI, MARÍA | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA",DECLARACION,sancionado,sancionado,MEP,"DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN","{""fecha"": ""2026-09-01"", ""oficina"": ""MEP"", ""descripcion"": ""SANCIONADO. EN MEP ESPERANDO COMUNICACION CON EL PE U OTRAS ENTIDADES (ESPERANDO RECEPCION)""}",True,estado_actual | etapa_ciclo | ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139730,False
139727,398-D-2026,2026-03-02T11:22:29,CONMEMÓRASE EL CENTENARIO ANIVERSARIO DE LA FUNDACIÓN DEL CLUB OESTE. DISPÓNESE LA COLOCACIÓN DE UNA PLACA.-,coautora,coautora,True,True,5,"FERREÑO, CLAUDIO AMÉRICO | GRILLO, ALEJANDRO OMAR | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | NEGRI, CLAUDIA",DECLARACION,archivado,archivado,ARCHIVO,TURISMO Y DEPORTES,"{""fecha"": ""2026-07-28"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139727,False
139726,538-D-2026,2026-03-02T11:19:40,"CONMEMÓRASE EL 75° ANIVERSARIO DEL EJERCICIO DEL VOTO FEMENINO EN LA REPÚBLICA ARGENTINA, EL 11 DE NOVIEMBRE DEL CORRIENTE AÑO.-",coautora,coautora,True,True,8,"FERREÑO, CLAUDIO AMÉRICO | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | IAÑEZ, BERENICE | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | ROSSEN, BÁRBARA | VELÁZQUEZ, DELFINA",DECLARACION,en_comision,en_comision,"MUJERES, GÉNEROS Y DIVERSIDADES","MUJERES, GÉNEROS Y DIVERSIDADES","{""fecha"": ""2026-03-10"", ""oficina"": ""MUJERES, GÉNEROS Y DIVERSIDADES"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139726,False
139725,378-D-2026,2026-03-02T11:18:42,"RECUERDO CON PESAR POR EL SEPTUAGÉSIMO ANIVERSARIO DEL DICTADO DEL DECRETO-LEY 4161, EL 5 DE MARZO DE 1956, MEDIANTE EL CUAL SE DISPUSO LA PROSCRIPCIÓN DEL PERONISMO.-",coautora,coautora,True,True,8,"FERREÑO, CLAUDIO AMÉRICO | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA",DECLARACION,archivado,archivado,ARCHIVO,CULTURA,"{""fecha"": ""2026-08-05"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EXPEDIENTE EN ARCHIVO CON DATOS BANK INGRESADOS""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones | actividad_recinto,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139725,False
139722,377-D-2026,2026-03-02T11:13:25,MODIFÍCANSE LOS ARTÍCULOS 286 Y OTROS DEL REGLAMENTO DE LA LEGISLATURA DE LA CIUDAD AUTÓNOMA DE BUENOS AIRES.-,coautora,coautora,True,True,7,"FERREÑO, CLAUDIO AMÉRICO | BIELLI, MARÍA | FREIRE, VICTORIA | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | NEGRI, CLAUDIA | NEIRA, CLAUDIA",RESOLUCION,en_comision,en_comision,JUNTA DE INTERPRETACIÓN Y REGLAMENTO,JUNTA DE INTERPRETACIÓN Y REGLAMENTO,"{""fecha"": ""2026-03-09"", ""oficina"": ""JUNTA DE INTERPRETACIÓN Y REGLAMENTO"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139722,False
139721,410-D-2026,2026-03-02T11:11:19,CONMEMÓRASE EL 205° ANIVERSARIO DE LA FUNDACIÓN DE LA UNIVERSIDAD DE BUENOS AIRES.-,coautora,coautora,True,True,18,"MOCHI, FEDERICO | ALIFRACO, EDGARDO NESTOR | CAPORICCIO, FRANCISCO | CRUCITTA, ALDANA BELÉN | FERRARIO, EMMANUEL | FERREÑO, CLAUDIO AMÉRICO | LAMMENS , MATÍAS | LOUPIAS, FRANCISCO | MOLLARD, MARÍA FERNANDA | NAGATA, SEBASTIÁN | NEGRI, CLAUDIA | NEIRA, CLAUDIA | OCAÑA, MARÍA GRACIELA | RODRÍGUEZ LARRETA, HORACIO | ROSSEN, BÁRBARA | SANTORO, LEANDRO | TAGLIAFERRI, GUADALUPE | THOURTE, MANUELA",RESOLUCION,archivado,archivado,ARCHIVO,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","{""fecha"": ""2026-07-29"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139721,False
139717,375-D-2026,2026-03-02T10:54:17,PESAR POR EL ANIVERSARIO DEL FALLECIMIENTO DE SU SANTIDAD PAPA FRANCISCO (JORGE MARIO BERGOGLIO).-,coautora,coautora,True,True,12,"FERREÑO, CLAUDIO AMÉRICO | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | ROSSEN, BÁRBARA | VELÁZQUEZ, DELFINA",DECLARACION,archivado,archivado,ARCHIVO,CULTURA,"{""fecha"": ""2026-08-05"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EXPEDIENTE EN ARCHIVO CON DATOS BANK INGRESADOS""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones | actividad_recinto,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139717,False
139684,387-D-2026,2026-03-02T10:36:04,CONTRIBUCIÓN PARA CLUBES DE BARRIO INSCRIPTOS EN EL REGISTRO ÚNICO DE INSTITUCIONES DEPORTIVAS (RUID).-,coautora,coautora,True,True,12,"GRILLO, ALEJANDRO OMAR | BARROETAVEÑA, MATÍAS | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | LA BLUNDA, ANDRÉS | LAMMENS , MATÍAS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | SALVATIERRA, ALEJANDRO",LEY,con_dictamen,con_dictamen,"PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","TURISMO Y DEPORTES | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-06-16"", ""oficina"": ""PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA"", ""descripcion"": ""EN COMISION CON DICTAMEN GENERADO (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139684,False
139667,353-D-2026,2026-03-02T10:30:30,PROMOCIÓN DE ENTORNOS ALIMENTARIOS SALUDABLES.-,coautora,coautora,True,True,3,"GRILLO, ALEJANDRO OMAR | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",LEY,en_comision,en_comision,DEFENSA DE CONSUMIDORES Y USUARIOS,DEFENSA DE CONSUMIDORES Y USUARIOS | SALUD | DESARROLLO ECONÓMICO Y MERCOSUR,"{""fecha"": ""2026-03-31"", ""oficina"": ""DEFENSA DE CONSUMIDORES Y USUARIOS"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139667,False
139666,352-D-2026,2026-03-02T10:30:20,"MODIFÍCASE EL ARTÍCULO 78 DEL ANEXO A DE LA LEY 1472, CÓDIGO CONTRAVENCIONAL. PREVENCIÓN Y CASTIGO DEL PHISHING Y OTRAS CONDUCTAS ENGAÑOSAS POR MEDIOS DIGITALES.-",coautora,coautora,True,True,7,"MOCHI, FEDERICO | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | VELÁZQUEZ, DELFINA",LEY,en_comision,en_comision,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","EDUCACIÓN, CIENCIA Y TECNOLOGÍA | NIÑEZ, ADOLESCENCIA Y JUVENTUD | COMUNICACIÓN SOCIAL, MEDIOS DE COMUNICACIÓN Y TECNOLOGÍAS DE LA COMUNICACIÓN | JUSTICIA | ASUNTOS CONSTITUCIONALES","{""fecha"": ""2026-05-20"", ""oficina"": ""EDUCACIÓN, CIENCIA Y TECNOLOGÍA"", ""descripcion"": ""EN COMISION""}",False,,agenda | seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139666,False
139658,344-D-2026,2026-03-02T10:28:47,CONMEMÓRASE EL VIGÉSIMO ANIVERSARIO DEL FALLECIMIENTO DE SAÚL UBALDINI.-,coautora,coautora,True,True,9,"FERREÑO, CLAUDIO AMÉRICO | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | LA BLUNDA, ANDRÉS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | SALVATIERRA, ALEJANDRO | VELÁZQUEZ, DELFINA",DECLARACION,en_comision,en_comision,CULTURA,CULTURA,"{""fecha"": ""2026-03-04"", ""oficina"": ""CULTURA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139658,False
139654,366-D-2026,2026-03-02T10:28:00,INFORMES CON RELACIÓN AL CUMPLIMIENTO DE LA LEY 6377 - PROMOCIÓN Y DIFUSIÓN DE LAS PRACTICAS DE AGRICULTURA URBANA.-,coautora,coautora,True,True,7,"GRILLO, ALEJANDRO OMAR | BIELLI, MARÍA | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GONZÁLEZ, ANDREA MARIANA | NEGRI, CLAUDIA | ROSSEN, BÁRBARA",RESOLUCION,sancionado,sancionado,MEP,AMBIENTE,"{""fecha"": ""2026-09-02"", ""oficina"": ""MEP"", ""descripcion"": ""SANCIONADO. EN MEP ESPERANDO COMUNICACION CON EL PE U OTRAS ENTIDADES (ESPERANDO RECEPCION)""}",True,estado_actual | etapa_ciclo | ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139654,False
139635,328-D-2026,2026-03-02T10:24:49,CONMEMÓRASE CON PROFUNDO PESAR EL SEPTUAGÉSIMO ANIVERSARIO DE LOS FUSILAMIENTOS DE JOSÉ LEÓN SUÁREZ.-,coautora,coautora,True,True,9,"FERREÑO, CLAUDIO AMÉRICO | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | VELÁZQUEZ, DELFINA",DECLARACION,archivado,archivado,ARCHIVO,"DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN","{""fecha"": ""2026-07-29"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139635,False
139623,321-D-2026,2026-03-02T10:22:41,DECLÁRASE DE UTILIDAD PÚBLICA Y SUJETOS A EXPROPIACIÓN EL INMUEBLE SITO EN LA CALLE CORONEL SALVADORES 1126 Y OTROS PARA SER DESTINADOS AL FUNCIONAMIENTO DE LA COOPERATIVA DE TRABAJO PLÁSTICOS SALVADORES LIMITADA.-,coautora,coautora,True,True,7,"IAÑEZ, BERENICE | FERREÑO, CLAUDIO AMÉRICO | GRILLO, ALEJANDRO OMAR | LAMMENS , MATÍAS | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA",LEY,en_comision,en_comision,DESARROLLO ECONÓMICO Y MERCOSUR,"DESARROLLO ECONÓMICO Y MERCOSUR | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-05"", ""oficina"": ""DESARROLLO ECONÓMICO Y MERCOSUR"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139623,False
139600,536-D-2026,2026-03-02T10:19:19,"CRÉASE EL ""PROGRAMA DE INCLUSIÓN LABORAL PARA PERSONAS EN SITUACIÓN DE CALLE"".-",coautora,coautora,True,True,8,"IAÑEZ, BERENICE | BARROETAVEÑA, MATÍAS | FERREÑO, CLAUDIO AMÉRICO | GRILLO, ALEJANDRO OMAR | LAMMENS , MATÍAS | MOCHI, FEDERICO | NEGRI, CLAUDIA | NEIRA, CLAUDIA",LEY,en_comision,en_comision,POLÍTICAS DE PROMOCIÓN E INTEGRACIÓN SOCIAL,"POLÍTICAS DE PROMOCIÓN E INTEGRACIÓN SOCIAL | DESARROLLO ECONÓMICO Y MERCOSUR | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-09"", ""oficina"": ""POLÍTICAS DE PROMOCIÓN E INTEGRACIÓN SOCIAL"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139600,False
139596,294-D-2026,2026-03-02T10:18:44,PESAR POR EL FALLECIMIENTO DEL DR. MIGUEL “PANCHO” TALENTO.-,coautora,coautora,True,True,18,"MOCHI, FEDERICO | BARROETAVEÑA, MATÍAS | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GEMINIANI, NOEMÍ | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | LA BLUNDA, ANDRÉS | LAMMENS , MATÍAS | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | SANTORO, LEANDRO | VELÁZQUEZ, DELFINA",DECLARACION,archivado,archivado,ARCHIVO,CULTURA,"{""fecha"": ""2026-07-28"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones | actividad_recinto,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139596,False
139563,636-D-2026,2026-03-02T10:14:12,"DECLÁRASE EN EMERGENCIA HABITACIONAL, AMBIENTAL Y SOCIAL EL ASENTAMIENTO CONOCIDO COMO ""LA VEREDITA""",coautora,coautora,True,True,10,"IAÑEZ, BERENICE | BARROETAVEÑA, MATÍAS | BIELLI, MARÍA | FREIRE, VICTORIA | GRILLO, ALEJANDRO OMAR | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | SALVATIERRA, ALEJANDRO | VELÁZQUEZ, DELFINA",LEY,en_comision,en_comision,VIVIENDA,"VIVIENDA | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-11"", ""oficina"": ""VIVIENDA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139563,False
139533,246-D-2026,2026-03-02T10:11:53,INFORMES REFERIDOS A LAS CONDICIONES DE TRABAJO DE LAS/OS PROMOTORAS/ES DE SALUD.-,coautora,coautora,True,True,16,"GONZÁLEZ, ANDREA MARIANA | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | FREIRE, VICTORIA | GRILLO, ALEJANDRO OMAR | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | SALVATIERRA, ALEJANDRO | SANTORO, LEANDRO | VELÁZQUEZ, DELFINA",RESOLUCION,en_comision,en_comision,SALUD,SALUD,"{""fecha"": ""2026-03-04"", ""oficina"": ""SALUD"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139533,False
139524,236-D-2026,2026-03-02T10:11:06,ESTACIONES DE ESPERA Y DESCANSO PARA REPARTIDORES Y MENSAJEROS DE LA CIUDAD.-,coautora,coautora,True,True,6,"MOCHI, FEDERICO | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | GONZÁLEZ, ANDREA MARIANA | NEGRI, CLAUDIA | SALVATIERRA, ALEJANDRO",LEY,en_comision,en_comision,PROTECCIÓN Y USO DEL ESPACIO PÚBLICO,"PROTECCIÓN Y USO DEL ESPACIO PÚBLICO | TRÁNSITO Y TRANSPORTE | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-05"", ""oficina"": ""PROTECCIÓN Y USO DEL ESPACIO PÚBLICO"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139524,False
139494,203-D-2026,2026-03-02T10:08:04,CRÉASE LA RED PÚBLICA DE ESTACIONAMIENTO GRATUITO DE BICICLETAS Y MONOPATINES.-,coautora,coautora,True,True,7,"VELÁZQUEZ, DELFINA | BIELLI, MARÍA | GRILLO, ALEJANDRO OMAR | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | ROSSEN, BÁRBARA",LEY,en_comision,en_comision,TRÁNSITO Y TRANSPORTE,"TRÁNSITO Y TRANSPORTE | PROTECCIÓN Y USO DEL ESPACIO PÚBLICO | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-04"", ""oficina"": ""TRÁNSITO Y TRANSPORTE"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139494,False
139488,535-D-2026,2026-03-02T10:07:36,LEY DE EMERGENCIA HABITACIONAL DE LA POBLACIÓN TRAVESTI Y TRANS.-,coautora,coautora,True,True,10,"FREIRE, VICTORIA | BIELLI, MARÍA | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | IAÑEZ, BERENICE | LAMMENS , MATÍAS | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | VELÁZQUEZ, DELFINA",LEY,en_comision,en_comision,VIVIENDA,"VIVIENDA | MUJERES, GÉNEROS Y DIVERSIDADES | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-06"", ""oficina"": ""VIVIENDA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139488,False
139479,180-D-2026,2026-03-02T10:06:42,CONMEMÓRASE EL 50° ANIVERSARIO DE LA “NOCHE DE LOS LÁPICES”.-,coautora,coautora,True,True,10,"VELÁZQUEZ, DELFINA | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | FREIRE, VICTORIA | GRILLO, ALEJANDRO OMAR | LA BLUNDA, ANDRÉS | LAMMENS , MATÍAS | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | SALVATIERRA, ALEJANDRO",DECLARACION,en_comision,en_comision,"DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN","DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN","{""fecha"": ""2026-03-09"", ""oficina"": ""DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139479,False
139452,111-D-2026,2026-03-02T10:03:21,"ADHESIÓN DE LA CIUDAD AUTÓNOMA DE BUENOS AIRES A LA LEY DE PROMOCIÓN DEL ACCESO AL EMPLEO FORMAL PARA PERSONAS TRAVESTIS, TRANSEXUALES Y TRANSGÉNEROS “DIANA SACAYÁN - LOHANA BERKINS”",coautora,coautora,True,True,12,"VELÁZQUEZ, DELFINA | BARROETAVEÑA, MATÍAS | BIELLI, MARÍA | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA",LEY,en_comision,en_comision,LEGISLACION DEL TRABAJO Y POLÍTICAS DE EMPLEO,"LEGISLACION DEL TRABAJO Y POLÍTICAS DE EMPLEO | MUJERES, GÉNEROS Y DIVERSIDADES | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-26"", ""oficina"": ""LEGISLACION DEL TRABAJO Y POLÍTICAS DE EMPLEO"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139452,False
139380,76-D-2026,2026-03-02T09:51:19,DESAFÉCTASE DEL DISTRITO DE ZONIFICACIÓN URBANIZACIÓN FUTURA-UF DEL CÓDIGO URBANÍSTICO AL COMPLEJO PENITENCIARIO FEDERAL - CÁRCEL DE VILLA DEVOTO.-,coautora,coautora,True,True,5,"ROSSEN, BÁRBARA | IAÑEZ, BERENICE | MOCHI, FEDERICO | NEGRI, CLAUDIA | VELÁZQUEZ, DELFINA",LEY,en_comision,en_comision,PLANEAMIENTO URBANO,PLANEAMIENTO URBANO,"{""fecha"": ""2026-03-03"", ""oficina"": ""PLANEAMIENTO URBANO"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139380,False
