id_expediente,numero,fecha_ingreso,sumario,rol_claudia,rol_recalculado,autoría_confirmada,rol_consistente,cantidad_autores,autores,tipo_oficial,estado_actual,etapa_ciclo,ubicacion,giros,ultimo_movimiento,evidencia_sancion,fuentes_sancion,fuentes_captura,ficha_oficial_completa,url_expediente,es_832_2026
139356,81-D-2026,2026-03-02T09:41:26,INFORMES RELACIONADOS AL RESULTADO DE LA DESIGNACIÓN DE VACANTES PARA EL CICLO LECTIVO 2026.-,coautora,coautora,True,True,14,"BIELLI, MARÍA | BARROETAVEÑA, MATÍAS | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | LAMMENS , MATÍAS | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | VELÁZQUEZ, DELFINA",RESOLUCION,archivado,archivado,ARCHIVO,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","{""fecha"": ""2026-07-29"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139356,False
139352,77-D-2026,2026-03-02T09:38:53,INFORMES RELACIONADOS AL RÉGIMEN DE BECAS ESTUDIANTILES (LEY 2917).-,coautora,coautora,True,True,17,"BIELLI, MARÍA | BARROETAVEÑA, MATÍAS | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GEMINIANI, NOEMÍ | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | LA BLUNDA, ANDRÉS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | SANTORO, LEANDRO | VELÁZQUEZ, DELFINA",DECLARACION,archivado,archivado,ARCHIVO,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","{""fecha"": ""2026-07-29"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EN ARCHIVO. ESPERANDO INGRESO DE DATOS BANK (ESPERANDO RECEPCION)""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139352,False
139350,86-D-2026,2026-03-02T09:37:07,REPUDIO ANTE EL CESE DE CINCUENTA TRABAJADORES DEL PROGRAMA SOCIOEDUCATIVO MAESTRO + MAESTRO.-,coautora,coautora,True,True,18,"BIELLI, MARÍA | BARROETAVEÑA, MATÍAS | CAPORICCIO, FRANCISCO | FREIRE, VICTORIA | GEMINIANI, NOEMÍ | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | LA BLUNDA, ANDRÉS | LAMMENS , MATÍAS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | ROSSEN, BÁRBARA | SALVATIERRA, ALEJANDRO | SANTORO, LEANDRO | VELÁZQUEZ, DELFINA",DECLARACION,en_comision,en_comision,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","EDUCACIÓN, CIENCIA Y TECNOLOGÍA","{""fecha"": ""2026-03-03"", ""oficina"": ""EDUCACIÓN, CIENCIA Y TECNOLOGÍA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139350,False
139345,62-D-2026,2026-03-02T09:33:11,MODIFICACIONES A LA LEY 2110 - EDUCACION SEXUAL.-,coautora,coautora,True,True,14,"BIELLI, MARÍA | BARROETAVEÑA, MATÍAS | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GRILLO, ALEJANDRO OMAR | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | LAMMENS , MATÍAS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | PEÑAFORT, GRACIANA | VELÁZQUEZ, DELFINA",LEY,en_comision,en_comision,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","EDUCACIÓN, CIENCIA Y TECNOLOGÍA | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-03"", ""oficina"": ""EDUCACIÓN, CIENCIA Y TECNOLOGÍA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139345,False
139339,32-D-2026,2026-03-02T09:29:00,CRÉASE EL PROGRAMA DENOMINADO “LA CIUDAD ES ESCUELA”.-,coautora,coautora,True,True,11,"BIELLI, MARÍA | BARROETAVEÑA, MATÍAS | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GRILLO, ALEJANDRO OMAR | IAÑEZ, BERENICE | LAMMENS , MATÍAS | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | VELÁZQUEZ, DELFINA",LEY,en_comision,en_comision,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","EDUCACIÓN, CIENCIA Y TECNOLOGÍA | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-03"", ""oficina"": ""EDUCACIÓN, CIENCIA Y TECNOLOGÍA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139339,False
139336,14-D-2026,2026-03-02T09:25:23,CRÉASE EL FONDO ARTÍSTICO PARA INSTITUCIONES DE EDUCACIÓN ARTÍSTICA Y ENSEÑANZA ARTÍSTICA DE GESTIÓN ESTATAL.-,coautora,coautora,True,True,10,"BIELLI, MARÍA | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GRILLO, ALEJANDRO OMAR | LAMMENS , MATÍAS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | VELÁZQUEZ, DELFINA",LEY,en_comision,en_comision,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","EDUCACIÓN, CIENCIA Y TECNOLOGÍA | CULTURA | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-02"", ""oficina"": ""EDUCACIÓN, CIENCIA Y TECNOLOGÍA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139336,False
139334,9-D-2026,2026-03-02T09:23:13,"LEY INTEGRAL DE PROTECCIÓN, PREVENCIÓN Y ASISTENCIA DE LA CIBERLUDOPATÍA DE NIÑAS, NIÑOS Y ADOLESCENTES.-",coautora,coautora,True,True,14,"BIELLI, MARÍA | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | IAÑEZ, BERENICE | LA BLUNDA, ANDRÉS | LAMMENS , MATÍAS | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA | NEIRA, CLAUDIA | SALVATIERRA, ALEJANDRO | VELÁZQUEZ, DELFINA",LEY,en_comision,en_comision,DESARROLLO ECONÓMICO Y MERCOSUR,"DESARROLLO ECONÓMICO Y MERCOSUR | SALUD | NIÑEZ, ADOLESCENCIA Y JUVENTUD | JUSTICIA | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-05"", ""oficina"": ""DESARROLLO ECONÓMICO Y MERCOSUR"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139334,False
139330,1-D-2026,2026-02-27T18:49:26,CONMEMÓRASE EL 32° ANIVERSARIO DEL ATENTADO TERRORISTA A LA ASOCIACIÓN MUTUAL ISRAELITA ARGENTINA (AMIA). RÍNDESE HOMENAJE A LAS VÍCTIMAS DEL HECHO.-,coautora,coautora,True,True,4,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | LA BLUNDA, ANDRÉS | NEGRI, CLAUDIA",DECLARACION,archivado,archivado,ARCHIVO,"DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN","{""fecha"": ""2026-08-05"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EXPEDIENTE EN ARCHIVO CON DATOS BANK INGRESADOS""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139330,False
139329,5-D-2026,2026-02-27T18:48:44,"PESAR AL CUMPLIRSE EL 34º ANIVERSARIO DEL ATENTADO A LA EMBAJADA DE ISRAEL Y CONMEMORA EL ""DÍA DE LA MEMORIA Y SOLIDARIDAD CON LAS VÍCTIMAS DEL ATENTADO CONTRA LA EMBAJADA DE ISRAEL”.-",coautora,coautora,True,True,4,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | LA BLUNDA, ANDRÉS | NEGRI, CLAUDIA",DECLARACION,archivado,archivado,ARCHIVO,"DERECHOS HUMANOS, GARANTÍAS Y ANTIDISCRIMINACIÓN","{""fecha"": ""2026-08-05"", ""oficina"": ""ARCHIVO"", ""descripcion"": ""EXPEDIENTE EN ARCHIVO CON DATOS BANK INGRESADOS""}",True,ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones | actividad_recinto,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139329,False
139328,16-D-2026,2026-02-27T18:43:12,ESTABLÉCESE EL OTORGAMIENTO DE UN PLUS DIFERENCIAL POR JERARQUIZACIÓN Y UN PLUS DIFERENCIAL POR ESTABLECIMIENTO PARA LOS DOCENTES QUE OCUPEN CARGOS DE CONDUCCIÓN.-,coautora,coautora,True,True,11,"NEIRA, CLAUDIA | BARROETAVEÑA, MATÍAS | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GRILLO, ALEJANDRO OMAR | IAÑEZ, BERENICE | MOCHI, FEDERICO | MODARELLI, JUAN PABLO | NEGRI, CLAUDIA",LEY,en_comision,en_comision,"EDUCACIÓN, CIENCIA Y TECNOLOGÍA","EDUCACIÓN, CIENCIA Y TECNOLOGÍA | LEGISLACION DEL TRABAJO Y POLÍTICAS DE EMPLEO | PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-02"", ""oficina"": ""EDUCACIÓN, CIENCIA Y TECNOLOGÍA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139328,False
139327,21-D-2026,2026-02-27T18:42:17,INFORMES REFERIDOS A LOS DISPOSITIVOS DE VIGILANCIA INSTALADOS EN COMISARÍAS Y ALCAIDÍAS.-,coautora,coautora,True,True,5,"NEIRA, CLAUDIA | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA | SALVATIERRA, ALEJANDRO",RESOLUCION,en_comision,en_comision,SEGURIDAD,SEGURIDAD,"{""fecha"": ""2026-03-11"", ""oficina"": ""SEGURIDAD"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139327,False
139326,28-D-2026,2026-02-27T18:41:40,GESTIONES A FIN DE ELABORAR LOS INSTRUMENTOS NECESARIOS PARA LA SANCIÓN DEL CÓDIGO AMBIENTAL.-,coautora,coautora,True,True,3,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",DECLARACION,en_comision,en_comision,AMBIENTE,AMBIENTE,"{""fecha"": ""2026-03-03"", ""oficina"": ""AMBIENTE"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139326,False
139325,31-D-2026,2026-02-27T18:41:15,PREOCUPACIÓN ANTE LA POSTERGADA REVISIÓN Y ACTUALIZACIÓN DEL PLAN URBANO AMBIENTAL – LEY N°2930.-,coautora,coautora,True,True,6,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GONZÁLEZ, ANDREA MARIANA | NEGRI, CLAUDIA | ROSSEN, BÁRBARA",DECLARACION,en_comision,en_comision,PLANEAMIENTO URBANO,PLANEAMIENTO URBANO,"{""fecha"": ""2026-03-03"", ""oficina"": ""PLANEAMIENTO URBANO"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139325,False
139324,38-D-2026,2026-02-27T18:40:44,"INSTASE AL CONSEJO ASESOR DEL PLAN URBANO AMBIENTAL A DAR CUMPLIMIENTO ESTRICTO Y TRANSPARENTE DE LAS FUNCIONES, OBJETIVOS Y PLAZOS ESTABLECIDOS EN LA LEY 71.-",coautora,coautora,True,True,5,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GONZÁLEZ, ANDREA MARIANA | NEGRI, CLAUDIA",DECLARACION,en_comision,en_comision,PLANEAMIENTO URBANO,PLANEAMIENTO URBANO,"{""fecha"": ""2026-03-03"", ""oficina"": ""PLANEAMIENTO URBANO"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139324,False
139323,47-D-2026,2026-02-27T18:40:15,"VERÍASE CON AGRADO QUE EL P.E. EN EL MARCO DE LA ACTUALIZACIÓN DEL PLAN URBANO AMBIENTAL (PUA), PROMUEVA EL DEBATE Y ELABORACIÓN DE UN CÓDIGO DE ESPACIO PÚBLICO Y PAISAJE URBANO.-",coautora,coautora,True,True,4,"NEIRA, CLAUDIA | BARROETAVEÑA, MATÍAS | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",DECLARACION,en_comision,en_comision,PLANEAMIENTO URBANO,PLANEAMIENTO URBANO,"{""fecha"": ""2026-03-03"", ""oficina"": ""PLANEAMIENTO URBANO"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139323,False
139322,54-D-2026,2026-02-27T18:39:47,INFORMES VINCULADOS A LA “PLANIFICACIÓN Y MODELOS DE GESTIÓN” DE LOS DISTINTOS PREDIOS / ESCENARIOS DE URBANIZACIÓN DESTINADOS A DESARROLLOS INMOBILIARIOS.-,coautora,coautora,True,True,6,"NEIRA, CLAUDIA | BARROETAVEÑA, MATÍAS | BIELLI, MARÍA | FREIRE, VICTORIA | NEGRI, CLAUDIA | SALVATIERRA, ALEJANDRO",RESOLUCION,en_comision,en_comision,PLANEAMIENTO URBANO,PLANEAMIENTO URBANO,"{""fecha"": ""2026-03-03"", ""oficina"": ""PLANEAMIENTO URBANO"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139322,False
139321,67-D-2026,2026-02-27T18:38:52,MODIFÍCASE LA LEY 5847.-,coautora,coautora,True,True,3,"NEIRA, CLAUDIA | IAÑEZ, BERENICE | NEGRI, CLAUDIA",LEY,en_comision,en_comision,TURISMO Y DEPORTES,TURISMO Y DEPORTES | SEGURIDAD,"{""fecha"": ""2026-04-10"", ""oficina"": ""TURISMO Y DEPORTES"", ""descripcion"": ""EXPEDIENTE AGREGADO A UN EXPEDIENTE-CABEZA""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139321,False
139316,91-D-2026,2026-02-27T18:36:26,SOLICÍTASE AL P.E. QUE ARBITRE LAS MEDIDAS NECESARIAS PARA PERFECCIONAR Y ACTUALIZAR EL PLANO BA-147-(HTTPS://GESTIONCOLABORATIVA.BUENOSAIRES. GOB.AR/PRESTACIONES).-,coautora,coautora,True,True,4,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA | ROSSEN, BÁRBARA",DECLARACION,en_comision,en_comision,VIVIENDA,VIVIENDA,"{""fecha"": ""2026-03-06"", ""oficina"": ""VIVIENDA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139316,False
139314,99-D-2026,2026-02-27T18:34:38,"PREOCUPACIÓN POR LOS IMPACTOS AMBIENTALES, FÍSICOS Y ECONÓMICOS NEGATIVOS EN EL ENTORNO DEL PASO BAJO NIVEL NAZCA Y LAS VÍAS DEL FERROCARRIL SAN MARTÍN.-",coautora,coautora,True,True,3,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",DECLARACION,en_comision,en_comision,TRÁNSITO Y TRANSPORTE,TRÁNSITO Y TRANSPORTE,"{""fecha"": ""2026-03-04"", ""oficina"": ""TRÁNSITO Y TRANSPORTE"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139314,False
139313,102-D-2026,2026-02-27T18:34:06,MODIFÍCASE EL APARTADO II DEL ARTÍCULO 3 DE LA LEY 83 - NOMENCLATURA URBANA.-,coautora,coautora,True,True,3,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",LEY,en_comision,en_comision,CULTURA,CULTURA,"{""fecha"": ""2026-03-03"", ""oficina"": ""CULTURA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139313,False
139309,130-D-2026,2026-02-27T18:30:30,VERÍASE CON AGRADO QUE EL PODER EJECUTIVO EVALÚE LA VIABILIDAD TÉCNICA Y AVANCE EN CREACIÓN DE NUEVOS ESPACIOS PÚBLICOS VERDES Y RECREATIVOS EN LA COMUNA 11.-,coautora,coautora,True,True,5,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | GONZÁLEZ, ANDREA MARIANA | NEGRI, CLAUDIA | VELÁZQUEZ, DELFINA",DECLARACION,en_comision,en_comision,PLANEAMIENTO URBANO,PLANEAMIENTO URBANO,"{""fecha"": ""2026-03-03"", ""oficina"": ""PLANEAMIENTO URBANO"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139309,False
139307,141-D-2026,2026-02-27T18:29:14,"VERÍASE CON AGRADO QUE EL P.E., EN EL MARCO DE LA LICITACIÓN PÚBLICA N.º 7162-0388-LPU25 “SERVICIO DE CONSULTORÍA PARA LA GESTIÓN ESTRATÉGICA DE RESIDUOS SÓLIDOS URBANOS”, PRESENTE ANTE LA COMISIÓN DE AMBIENTE DE ESTA LEGISLATURA LOS INFORMES Y RECOMENDACIONES CORRESPONDIENTES A CADA UNA DE LAS ETAPAS PREVISTAS EN EL PLIEGO DE ESPECIFICACIONES TÉCNICAS DE DICHA LICITACIÓN.-",coautora,coautora,True,True,7,"NEIRA, CLAUDIA | BIELLI, MARÍA | FERREÑO, CLAUDIO AMÉRICO | GONZÁLEZ, ANDREA MARIANA | GRILLO, ALEJANDRO OMAR | NEGRI, CLAUDIA | VELÁZQUEZ, DELFINA",DECLARACION,sancionado,sancionado,MEP,AMBIENTE,"{""fecha"": ""2026-09-02"", ""oficina"": ""MEP"", ""descripcion"": ""SANCIONADO. EN MEP ESPERANDO COMUNICACION CON EL PE U OTRAS ENTIDADES (ESPERANDO RECEPCION)""}",True,estado_actual | etapa_ciclo | ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139307,False
139306,142-D-2026,2026-02-27T18:28:21,CRÉASE LA MESA DE TRABAJO: “REFORMA TRIBUTARIA DE LA CIUDAD AUTÓNOMA DE BUENOS AIRES”.-,coautora,coautora,True,True,6,"NEIRA, CLAUDIA | BIELLI, MARÍA | CAPORICCIO, FRANCISCO | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | NEGRI, CLAUDIA",LEY,en_comision,en_comision,"PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-05-18"", ""oficina"": ""PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139306,False
139305,146-D-2026,2026-02-27T18:27:31,CRÉASE LA OFICINA DE PRESUPUESTO DE LA LEGISLATURA DE LA CIUDAD AUTÓNOMA DE BUENOS AIRES COMO UN ORGANISMO DESCONCENTRADO QUE FUNCIONA EN LA LEGISLATURA.-,coautora,coautora,True,True,6,"NEIRA, CLAUDIA | BARROETAVEÑA, MATÍAS | FERREÑO, CLAUDIO AMÉRICO | GRILLO, ALEJANDRO OMAR | NEGRI, CLAUDIA | OCAÑA, MARÍA GRACIELA",LEY,en_comision,en_comision,"PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA | ASUNTOS CONSTITUCIONALES","{""fecha"": ""2026-03-03"", ""oficina"": ""PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA"", ""descripcion"": ""EN COMISION (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139305,False
139304,148-D-2026,2026-02-27T18:25:50,MODIFÍCASE EL ARTÍCULO 303 DE LA LEY 6926 - CÓDIGO FISCAL 2026.-,coautora,coautora,True,True,11,"NEIRA, CLAUDIA | BARROETAVEÑA, MATÍAS | BIELLI, MARÍA | FERREÑO, CLAUDIO AMÉRICO | FREIRE, VICTORIA | GRILLO, ALEJANDRO OMAR | LA BLUNDA, ANDRÉS | LAMMENS , MATÍAS | NEGRI, CLAUDIA | PEÑAFORT, GRACIANA | VELÁZQUEZ, DELFINA",LEY,en_comision,en_comision,"PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-03"", ""oficina"": ""PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA"", ""descripcion"": ""EN COMISION (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139304,False
139303,151-D-2026,2026-02-27T18:23:45,MODIFÍCASE LAS LEYES 6926 Y 6927.-,coautora,coautora,True,True,3,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",LEY,en_comision,en_comision,"PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-03"", ""oficina"": ""PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA"", ""descripcion"": ""EN COMISION (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139303,False
139302,157-D-2026,2026-02-27T18:23:18,INFORMES REFERIDOS A LA LEY DE INTEGRACIÓN PRODUCTIVA (LEY 6545).-,coautora,coautora,True,True,4,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA | SALVATIERRA, ALEJANDRO",RESOLUCION,sancionado,sancionado,MEP,DESARROLLO ECONÓMICO Y MERCOSUR,"{""fecha"": ""2026-06-22"", ""oficina"": ""MEP"", ""descripcion"": ""SANCIONADO. EN MEP ESPERANDO COMUNICACION CON EL PE U OTRAS ENTIDADES (ESPERANDO RECEPCION)""}",True,estado_actual | etapa_ciclo | ficha_oficial.hitos.tuvo_sancion | ficha_oficial.sanciones,seguimiento_institucional | recinto,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139302,False
139301,159-D-2026,2026-02-27T18:22:39,ÍNSTASE AL P.E. A GARANTIZAR LA JURISDICCIÓN PRESUPUESTARIA PROPIA DE CADA UNA DE LAS COMUNAS DEL EJERCICIO 2027.-,coautora,coautora,True,True,3,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",DECLARACION,en_comision,en_comision,"PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA","{""fecha"": ""2026-03-03"", ""oficina"": ""PRESUPUESTO, HACIENDA, ADMINISTRACIÓN FINANCIERA Y POLÍTICA TRIBUTARIA"", ""descripcion"": ""EN COMISION (ESPERANDO RECEPCION)""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139301,False
139299,164-D-2026,2026-02-27T18:21:27,MODIFICACIONES AL CÓDIGO PROCESAL PENAL DE LA CIUDAD.-,coautora,coautora,True,True,3,"NEIRA, CLAUDIA | FERREÑO, CLAUDIO AMÉRICO | NEGRI, CLAUDIA",LEY,en_comision,en_comision,JUSTICIA,JUSTICIA | ASUNTOS CONSTITUCIONALES,"{""fecha"": ""2026-03-04"", ""oficina"": ""JUSTICIA"", ""descripcion"": ""EN COMISION""}",False,,seguimiento_institucional,True,https://parlamentaria.legislatura.gob.ar/pages/expediente.aspx?id=139299,False
