long;lat;id;nombre;anio_de_in;tipo;cantidad;ubicacion;clasificac;calle;altura;calle2;barrio;comuna;codigo_postal;codigo_postal_argentino
-58,37022066;-34,62189074;564;MUSEO DE ARTE CONTEMPORANEO;2015;1U;1;VIA PUBLICA;EDIFICIO CULTURAL-MUSEOS;SAN JUAN AV.;328;;San Telmo;Comuna 1;1147;C1147AAO
-58,37730291;-34,59370909;565;CASA FOA (SIN INSTALAR. PRESTAMO);2015;4U;1;INTERIOR;EDIFICIO CULTURAL;BASAVILBASO;1233;;Retiro;Comuna 1;1006;C1006AAA
-58,37051934;-34,62190534;566;MAMBA;2018;Lazo;3;VIA PUBLICA;AMS;SAN JUAN AV.;350;;San Telmo;Comuna 1;1147;C1147AAO
-58,39288159;-34,58338871;567;AAMNBA;2015;1U;1;INTERIOR;EDIFICIO CULTURAL;FIGUEROA ALCORTA, PRES. AV.;2280;;Recoleta;Comuna 2;1425;C1425CKO
-58,39290339;-34,58338512;568;AAMNBA;2015;4U;1;INTERIOR;EDIFICIO CULTURAL-MUSEOS;FIGUEROA ALCORTA, PRES. AV.;2280;;Recoleta;Comuna 2;1425;C1425CKO
-58,40043372;-34,58473172;569;HOSPITAL RIVADAVIA;2015;4U;2;INTERIOR;EDIFICIO PUBLICO-HOSPITALES;LAS HERAS GENERAL AV.;2670;;Recoleta;Comuna 2;1425;C1425ASQ
-58,4640229;-34,55375874;570;SEDE COMUNA 13;2015;4U;1;VIA PUBLICA;EDIFICIO PUBLICO;CABILDO AV.;3067;;NuÃ±ez;Comuna 13;1429;C1429AAB
-58,41318876;-34,60999767;571;SBASE;2015;1U;1;VIA PUBLICA;EDIFICIO PUBLICO;AGUERO;48;;Balvanera;Comuna 3;1171;C1171AAB
-58,41242973;-34,60758972;572;ESTADISTICAS Y CENSOS;2015;4U;1;VIA PUBLICA;EDIFICIO PUBLICO;PERON, JUAN DOMINGO, TTE. GENERAL;3269;;Balvanera;Comuna 3;1198;C1198AAI
-58,38696931;-34,6334203;573;CENTRO CULTURAL DEL SUR;2015;4U;2;INTERIOR;EDIFICIO CULTURAL-MUSEOS;CASEROS AV.;1750;;Barracas;Comuna 4;1152;C1152ABN
-58,36604947;-34,640121;574;CESAC 9;2015;4U;1;VIA PUBLICA;EDIFICIO PUBLICO;IRALA;1254;;La Boca;Comuna 4;1164;C1164ACD
-58,42576321;-34,58718983;575;CESAC 26;2015;4U;1;VIA PUBLICA;EDIFICIO PUBLICO;GURRUCHAGA;1939;;Palermo;Comuna 14;1414;C1414DIM
-58,3937917;-34,64137574;576;SAME;2015;4U;2;INTERIOR;EDIFICIO PUBLICO;ALCORTA, AMANCIO AV.;0;MONASTERIO;Parque Patricios;Comuna 4;;
-58,41064057;-34,64296801;577;HTAL PENNA;2015;4U;1;VIA PUBLICA;EDIFICIO PUBLICO-HOSPITALES;CHUTRO, PEDRO, PROF., DR.;3380;;Parque Patricios;Comuna 4;1437;C1437IYP
-58,402161;-34,62532974;578;CESAC 45;2015;4U;1;VIA PUBLICA;EDIFICIO PUBLICO;COCHABAMBA;2622;;San Cristobal;Comuna 3;1252;C1252AAR
-58,45560249;-34,56130319;579;MUSEO ENRIQUE LARRETA;2019;1U;5;VIA PÃšBLICA;EDIFICIO PUBLICO-MUSEOS;JURAMENTO AV.;2291;;Belgrano;Comuna 13;1428;C1428DNK
-58,43065834;-34,58854811;580;MAYEP - DG RECICLADO;2015;1U;2;VIA PUBLICA;EDIFICIO PUBLICO;HONDURAS;5028;;Palermo;Comuna 14;1414;C1414BMR
-58,38496627;-34,62245217;581;ESTADISTICAS Y CENSOS;2015;1U;5;VIA PUBLICA;EDIFICIO PUBLICO;SAN JUAN AV.;1340;;Constitucion;Comuna 1;1148;C1148AAO
-58,3760333;-34,60568521;582;MINISTERIO PUBLICO FISCAL;2015;4U;1;INTERIOR;EDIFICIO PUBLICO;PERON, JUAN DOMINGO, TTE. GENERAL;667;;San Nicolas;Comuna 1;1038;C1038AAM
-58,42731089;-34,62850568;583;ASI;2015;1U;2;VIA PUBLICA;EDIFICIO PUBLICO;ZUVIRIA;64;;Parque Chacabuco;Comuna 7;1424;C1424CKB
-58,37870042;-34,64152819;584;SUBSEDE COMUNA 4;2015;1U;3;VIA PUBLICA;EDIFICIO PUBLICO;SUAREZ AV.;2032;;Barracas;Comuna 4;1288;C1288AFD
-58,39157969;-34,59131862;585;COLEGIO DE ESCRIBANOS;2015;1U;1;VIA PUBLICA;EDIFICIO PUBLICO;CALLAO AV.;1542;;Recoleta;Comuna 2;1024;C1024AAO
-58,39775902;-34,57999634;586;EMBAJADA DE CANADA;2015;1U;3;VIA PUBLICA;EDIFICIO PUBLICO-EMBAJADAS;TAGLE;2828;;Palermo;Comuna 14;1425;C1425EEH
-58,35523115;-34,62938704;587;UNA;2015;1U;3;VIA PUBLICA;EDIFICIO PUBLICO-UNIVERSIDADES;DON PEDRO DE MENDOZA AV.;679;;La Boca;Comuna 4;1156;C1156ACG
-58,42932417;-34,58501273;588;HT CONTENIDOS;2015;4U;1;VIA PUBLICA;EMPRESA AMIGA;FRAY JUSTO SANTAMARIA DE ORO;0;NICARAGUA;Palermo;Comuna 14;;
-58,38833216;-34,6028579;589;WALL STREET ENGLISH;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;LAVALLE;1519;;San Nicolas;Comuna 1;1048;C1048AAK
-58,41129817;-34,58757518;590;WALL STREET ENGLISH;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;BULNES;2056;;Palermo;Comuna 14;1425;C1425DKJ
-58,45701587;-34,56209318;591;WALL STREET ENGLISH;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;JURAMENTO AV.;2421;;Belgrano;Comuna 13;1428;C1428DNO
-58,49446794;-34,60300206;592;WALL STREET ENGLISH;2015;1U;3;VIA PUBLICA;EMPRESA AMIGA;MELINCUE;3215;;Villa Del Parque;Comuna 11;1417;C1417FHG
-58,43273889;-34,58797266;593;RGA;2017;1U;2;VIA PUBLICA;Locales Amigos;URIARTE;1537;;Palermo;Comuna 14;1414;C1414DAO
-58,40524814;-34,59591;594;RADIO MITRE;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;MANSILLA, LUCIO NORBERTO, GENERAL;2668;;Recoleta;Comuna 2;1425;C1425BPD
-58,40150435;-34,58356089;595;FARMACITY;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;LAS HERAS GENERAL AV.;2845;;Palermo;Comuna 14;1425;C1425ASF
-58,413457;-34,59112734;596;FARMACITY;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;REPUBLICA DOMINICANA;3358;;Palermo;Comuna 14;1425;C1425GKB
-58,45000497;-34,57872232;597;FARMACITY;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;LACROZE, FEDERICO AV.;3289;;Colegiales;Comuna 13;1426;C1426CQF
-58,44816867;-34,58169378;598;FARMACITY;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;ALVAREZ THOMAS AV.;284;;Chacarita;Comuna 15;1427;C1427CCP
-58,39250299;-34,59595685;599;FARMACITY;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;SANTA FE AV.;1740;;Recoleta;Comuna 2;1060;C1060ABQ
-58,38595397;-34,59579618;600;FARMACITY;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;SANTA FE AV.;1310;;Retiro;Comuna 1;1059;C1059ABU
-58,39830688;-34,58996246;601;FARMACITY;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;PEÃ‘A;2383;;Recoleta;Comuna 2;;
-58,41896584;-34,5940204;602;FARMACITY;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;HONDURAS AV.;3953;;Palermo;Comuna 14;1180;C1180ACE
-58,39027242;-34,59195765;603;FARMACITY;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;RODRIGUEZ PEÃ‘A;1572;;Recoleta;Comuna 2;;
-58,43017704;-34,62234303;604;ESCUELA DE JORNADA COMPLETA N11 DE 9;2015;4U;1;INTERIOR;ESCUELAS;ALBERDI, JUAN BAUTISTA AV.;163;;Caballito;Comuna 6;1424;C1424BYB
-58,44709852;-34,6269761;605;ESCUELA DE JORNADA COMPLETA NÂº 03 D.E. 08;2015;1U;2;VÃŒA PUBLICA;ESCUELAS;PUAN;360;;Caballito;Comuna 6;1406;C1406CQH
-58,43938882;-34,60283976;606;ESC. DE COMERCIO NÂº 16 GABRIELA MISTRAL;2018;1U;2;VIA PUBLICA;Universidades - Colegios;ALVAREZ, JULIAN;123;;Villa Crespo;Comuna 15;1414;C1414DRC
-58,40588882;-34,64135642;607;CICLO BASICO DE FORMACION OCUPACIONAL NÂ° 01 EVITA;2015;4U;1;INTERIOR;ESCUELAS;LOS PATOS;3080;;Parque Patricios;Comuna 4;1437;C1437JAJ
-58,49289954;-34,56011379;608;ESCUELA TECNICA 36 POLO EDUCATIVO SAAVEDRA;2015;4U;2;INTERIOR;ESCUELAS;GALVAN;3710;;Saavedra;Comuna 12;1431;C1431FVX
-58,43072085;-34,61419409;609;ESCUELA DE EDUCACION MEDIA N1 DE 17;2015;4U;1;INTERIOR;ESCUELAS;YERBAL;25;;Caballito;Comuna 6;1405;C1405CDA
-58,37770438;-34,60757973;610;ESCUELA ESPECIAL DE FORMACION LABORAL N36;2015;1U;1;VÃŒA PUBLICA;ESCUELAS;ESMERALDA;55;;San Nicolas;Comuna 1;1035;C1035ABA
-58,51313278;-34,60681417;611;ESCUELA ESPECIAL Y DE FORMACION LABORAL N3 DE 17;2015;1U;2;VÃŒA PUBLICA;ESCUELAS;BEIRO, FRANCISCO AV.;4418;;Villa Devoto;Comuna 11;1419;C1419HZT
-58,47741463;-34,549964;612;PRIMARIA COMUN CORNELIO SAAVEDRA;2015;4U;1;INTERIOR;ESCUELAS;PINTO;3910;;Saavedra;Comuna 12;1429;C1429APP
-58,44233445;-34,55795509;613;ESCUELA DE RECUPERACION N9 DE 9;2015;4U;1;INTERIOR;ESCUELAS;LA PAMPA;1240;;Belgrano;Comuna 13;1428;C1428DYZ
-58,49131006;-34,58480854;614;ESCUELA 19 DE 16;2015;1U;2;VÃŒA PUBLICA;ESCUELAS;GAVILAN;4246;;Villa Pueyrredon;Comuna 12;1419;C1419ENP
-58,47340499;-34,58279464;615;ESCUELA PRIMARIA COMUN N5 ENRIQUE DE VEDIA;2015;1U;3;VÃŒA PUBLICA;ESCUELAS;COMBATIENTES DE MALVINAS AV.;3234;;Parque Chas;Comuna 15;1427;C1427ARP
-58,50001577;-34,57843676;616;ESCUELA ESPECIAL Y DE FORMACION LABORAL 21 DE 16 ROSARIO VERA PEÃ‘ALOZA;2015;1U;4;INTERIOR;ESCUELAS;OBISPO SAN ALBERTO;2379;;Villa Pueyrredon;Comuna 12;1419;C1419FEE
-58,48966986;-34,57158553;617;ESCUELA NI DE 15;2015;1U;2;VÃŒA PUBLICA;ESCUELAS;TRIUNVIRATO AV.;5101;;Villa Urquiza;Comuna 12;1431;C1431FCE
-58,47741463;-34,549964;618;PRIMARIA COMUN CORNELIO SAAVEDRA;2015;4U;1;INTERIOR;ESCUELAS;PINTO;3910;;Saavedra;Comuna 12;1429;C1429APP
-58,39800965;-34,59959841;620;PLAZA HOUSSAY;2015;1U;10;INTERIOR;ESPACIOS VERDES;CORDOBA AV.;0;JUNIN;Balvanera;Comuna 3;;
-58,39380748;-34,63742513;621;HOSPITAL MUÃ‘IZ;2015;4U;1;INTERIOR;HOSPITALES;USPALLATA;2272;;Parque Patricios;Comuna 4;1282;C1282AEN
-58,3718633;-34,61265305;622;FUNDACION PENSAR;2015;4U;1;INTERIOR;ORGANIZACION;DEFENSA;412;;Monserrat;Comuna 1;1065;C1065AAH
-58,45030154;-34,55788529;623;BARRIO CHINO;2015;1U;10;VIA PUBLICA;VIA PUBLICA;JURAMENTO;0;ARRIBEÃ‘OS;Belgrano;Comuna 13;;
-58,46250048;-34,64382703;624;ESTACION SAGUIER;2015;4U;2;VIA PUBLICA;SUBTE;LAFUENTE AV.;0;PERON, EVA AV.;Flores;Comuna 7;;
-58,4570539;-34,58159976;625;ESCUELA METROPOLITANA DE ARTE DRAMATICO;2015;1U;3;VIA PUBLICA;EDIFICIO CULTURAL-EMPRESA AMIGA;FOREST AV.;933;;Chacarita;Comuna 15;1427;C1427CEG
-58,49649569;-34,61835994;626;CAFFERÃA COFEE SHOP;2015;1U;1;VIA PUBLICA;COMERCIO AMIGO;MERCEDES;0;GONZALEZ, ELPIDIO;Monte Castro;Comuna 10;;
-58,41381719;-34,5809937;627;VIVA VICTORIA;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;REPUBLICA ARABE SIRIA;2982;;Palermo;Comuna 14;1425;C1425EYJ
-58,44266281;-34,58300592;628;LABORATORIO MARTE;2017;1U;3;VIA PUBLICA;Locales Amigos;AREVALO;1473;;Palermo;Comuna 14;1414;C1414CQC
-58,46490535;-34,60312871;629;RODADOS PATERNAL;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;ALVAREZ, DONATO, TTE. GRAL. AV.;2090;;Villa Gral. Mitre;Comuna 11;1416;C1416BTW
-58,43273766;-34,60885544;630;NODARI;2015;1U;3;VIA PUBLICA;EMPRESA AMIGA;DIAZ VELEZ AV.;4686;;Caballito;Comuna 6;1405;C1405DCO
-58,43437957;-34,62419089;631;PINTA CONMIGO;2015;1U;2;VIA PUBLICA;EMPRESA AMIGA;MORENO, JOSE MARIA AV.;488;;Caballito;Comuna 6;1424;C1424AAR
-58,36665431;-34,62038329;632;GLOBANT;2015;1U;4;VIA PUBLICA;EMPRESA AMIGA;HUMBERTO 1Â°;55;;San Telmo;Comuna 1;;
-58,47243877;-34,54379496;633;GLOBANT;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;CORREA;2425;;Saavedra;Comuna 12;1429;C1429DRM
-58,43962398;-34,57680991;634;LO DE COKI CANTINA CHIC;2015;1U;2;VIA PUBLICA;COMERCIO AMIGO;AMENABAR;93;;Palermo;Comuna 14;1426;C1426AIA
-58,47298052;-34,56557547;635;COGHLAN CLUB;2015;1U;4;VIA PUBLICA;EMPRESA AMIGA;WASHINGTON;2558;;Coghlan;Comuna 12;1430;C1430EUB
-58,43073279;-34,60710942;636;DOLCE AMARETTO;2015;1U;2;VIA PUBLICA;COMERCIO AMIGO;RIO DE JANEIRO;700;;Caballito;Comuna 6;1405;C1405CCJ
-58,41673889;-34,61578865;637;EL BARUYO RESTO BAR;2015;1U;2;VIA PUBLICA;;BELGRANO AV.;3584;;Almagro;Comuna 5;1210;C1210AAQ
-58,47291002;-34,57556297;638;CAFE EL BOHEMIO;2015;1U;3;VIA PUBLICA;COMERCIO AMIGO;DONADO;1802;;Villa Urquiza;Comuna 12;1430;C1430DRJ
-58,43485051;-34,56851712;639;ZENTRA;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;ARCE;733;;Palermo;Comuna 14;1426;C1426BSK
-58,40433077;-34,58357956;640;ZENTRA;2015;1U;1;VIA PUBLICA;EMPRESA AMIGA;BILLINGHURST;2496;;Recoleta;Comuna 2;1425;C1425DTX
-58,50006543;-34,59066398;641;BARABA RESTO BAR;2015;1U;1;VIA PUBLICA;COMERCIO AMIGO;PAREJA;2997;;Villa Pueyrredon;Comuna 12;1419;C1419GTQ
-58,4254417;-34,58936359;642;VITA;2015;1U;1;VIA PUBLICA;COMERCIO AMIGO;COSTA RICA;4522;;Palermo;Comuna 14;1414;C1414BSH
-58,37073734;-34,60827397;643;CASA ROSADA;2015;4U;1;INTERIOR;EDIFICIO PUBLICO;BALCARCE;50;;Monserrat;Comuna 1;1064;C1064AAB
-58,36914646;-34,60646567;644;ESTACIONAMIENTO EMPLEADOS CASA ROSADA;2015;4U;2;INTERIOR;VIA PUBLICA;LA RABIDA (N) AV.;0;ROSALES AV.;San Nicolas;Comuna 1;;
-58,37601306;-34,60590091;645;MINISTERIO PUBLICO FISCAL DE LA NACION;2015;4U;1;VIA PUBLICA;EDIFICIO PUBLICO;PERON, JUAN DOMINGO, TTE. GENERAL;668;;San Nicolas;Comuna 1;1038;C1038AAN
-58,38866499;-34,59453164;646;PLAZA VICENTE LOPEZ;2015;4U;1;INTERIOR;ESPACIOS VERDES;PARANA;0;ARENALES;Recoleta;Comuna 2;;
-58,37019503;-34,60891628;647;MINISTERIO DE ECONOMIA DE LA NACION;2015;4U;2;INTERIOR;EDIFICIO PUBLICO;YRIGOYEN, HIPOLITO AV.;250;;Monserrat;Comuna 1;1086;C1086AAB
-58,36017867;-34,60932234;648;DIRECCION GENERAL DE MUSEOS;2013;4U;2;VIA PUBLICA;EDIFICIOS PUBLICOS;AV. DE LOS ITALIANOS;851;;;;;
-58,36015437;-34,60939571;649;DIRECCION GENERAL DE MUSEOS;2012;4U;2;INTERIOR;EDIFICIOS PUBLICOS;AV. DE LOS ITALIANOS;851;;;;;
-58,37084029;-34,60901976;650;LINEA A PLAZA DE MAYO;2011;4U;1;VIA PUBLICA;SUBTE;;0;;;;;
-58,44362271;-34,5421208;651;CIUDAD UNIVERSITARIA;2015;1U;68;INTERIOR;UNIVERSIDADES;;0;;;;;
-58,46201732;-34,6910202;652;ESC. PRIMARIA COMUN NÂ° 18 JORGE NEWBERY;2013;4U;1;VIA PUBLICA;ESCUELAS;ROCA CNEL AV;5970;;Villa Riachuelo;Comuna 8;1439;C1439DVW
-58,46298524;-34,6053417;653;Escuela Primaria NÂ°18 DE 7;2017;1U;3;VIA PUBLICA;ESCUELAS;MagariÃ±os Cervantes;1556;;Villa Gral. Mitre;Comuna 11;;
-58,42207297;-34,587416;654;Escuela EducaciÃ³n Media NÂ°7 DE 9;2017;1U;3;VIA PUBLICA;ESCUELAS;Malabia;2148;;Palermo;Comuna 14;1425;C1425EZD
-58,43082164;-34,59184071;655;Centro Armenio;2017;1U;3;VIA PUBLICA;AMS;Armenia;1353;;Palermo;Comuna 14;1414;C1414DKC
-58,43183228;-34,58736689;656;Club-Restaurant Eros;2017;1U;2;VIA PUBLICA;AMS;Uriarte;1609;;Palermo;Comuna 14;1414;C1414DAQ
-58,43656607;-34,60070816;657;"Club ""V"" Bar";2017;1U;2;VIA PUBLICA;EDIFICIO CULTURAL;Corrientes;5008;;Villa Crespo;Comuna 15;1414;C1414AJQ
-58,39364317;-34,58894062;658;Village Recoleta;2014;4U;4;VIA PUBLICA;CINES Y TEATROS;Vicente LÃ³pez;2050;;Recoleta;Comuna 2;;
-58,41026851;-34,5866857;659;Cinemark Palermo;2014;4U;2;Interior;CINES Y TEATROS;Beruti;3399;;Palermo;Comuna 14;1425;C1425BBQ
-58,48470859;-34,58487898;660;Dinamo;2014;4U;1;VIA PUBLICA;Comercio amigo;Altolaguirre;1584;;Parque Chas;Comuna 15;1431;C1431ECD
-58,41388506;-34,58533577;661;WellClub Arenales;2014;4U;1;VIA PUBLICA;Comercio amigo;Arenales;3674;;Palermo;Comuna 14;1425;C1425BEX
-58,44201224;-34,58227112;662;Cucina Paradiso;2014;1U;2;VIA PUBLICA;Comercio amigo;Arevalo;1538;;Palermo;Comuna 14;1414;C1414CQF
-58,42320125;-34,58666365;663;La Bladousse;2014;4U;1;VIA PUBLICA;Comercio amigo;Armenia;2150;;Palermo;Comuna 14;1425;C1425FBD
-58,41186081;-34,5910129;664;WellClub;2014;4U;1;VIA PUBLICA;Comercio amigo;Cnel Diaz;1750;;Palermo;Comuna 14;1425;C1425DQQ
-58,40676374;-34,58448301;665;WellClub;2014;4U;1;VIA PUBLICA;Comercio amigo;Cnel Diaz;2439;;Recoleta;Comuna 2;1425;C1425DQK
-58,4513859;-34,58137866;666;BMCycles;2014;4U;1;VIA PUBLICA;Comercio amigo;Federico lacroze;3584;;Chacarita;Comuna 15;1427;C1427EDN
-58,47417975;-34,61627838;667;BicicleterÃ­a Works;2014;4U;1;VIA PUBLICA;Comercio amigo;Juan B Justo;5502;;Villa Santa Rita;Comuna 11;1416;C1416DKW
-58,47579111;-34,61830575;668;Victorian Bikes;2014;4U;1;VIA PUBLICA;Comercio amigo;Nazca;1303;;Villa Santa Rita;Comuna 11;1416;C1416ASC
-58,42305211;-34,58951338;669;LibrerÃ­a Thesis;2014;4U;1;VIA PUBLICA;Comercio amigo;Scalabrini Ortiz;1828;;Palermo;Comuna 14;1414;C1414DOS
-58,45771978;-34,64039654;670;Farmacia;2014;4U;1;VIA PUBLICA;Comercio amigo;Varela Av;999;;Flores;Comuna 7;1406;C1406EKS
-58,42697119;-34,58812543;671;La JoyerÃ­a;2014;4U;1;VIA PUBLICA;Comercio amigo;Costa Rica;4693;;Palermo;Comuna 14;1414;C1414BSI
-58,43089453;-34,5855054;672;Sieben;2014;4U;1;VIA PUBLICA;Comercio amigo;Costa Rica;5179;;Palermo;Comuna 14;1414;C1414BSS
-58,47907037;-34,55491122;673;Tedeatres;2014;4U;1;VIA PUBLICA;Comercio amigo;Crisologo Larralde;3609;;Saavedra;Comuna 12;1430;C1430AIE
-58,42847057;-34,58843463;674;Monoblock;2014;4U;1;VIA PUBLICA;Comercio amigo;El Salvador;4833;;Palermo;Comuna 14;1414;C1414BPM
-58,42896534;-34,57781033;675;MECA - La Casa del Ãrbol;2014;4U;1;VIA PUBLICA;Comercio amigo;Fitz Roy;2483;;Palermo;Comuna 14;1425;C1425FVG
-58,4323116;-34,59140177;676;Wood Market;2014;4U;1;VIA PUBLICA;Comercio amigo;Gurruchaga;1301;;Palermo;Comuna 14;1414;C1414DIA
-58,42911068;-34,58795118;677;Sullivans;2014;4U;1;VIA PUBLICA;Comercio amigo;Jorge Luis Borges;1702;;Palermo;Comuna 14;1414;C1414DGD
-58,4332313;-34,62299426;678;Organic Way;2014;4U;1;VIA PUBLICA;Comercio amigo;Juan Bautista Alberdi;400;;Caballito;Comuna 6;1424;C1424BYQ
-58,4309972;-34,59332716;679;Sixfeet;2014;4U;1;VIA PUBLICA;Comercio amigo;Malabia;1220;;Palermo;Comuna 14;1414;C1414DLZ
-58,42774722;-34,58608194;680;La mundana - Wedcompany;2014;4U;1;VIA PUBLICA;Comercio amigo;Nicaragua;4889;;Palermo;Comuna 14;1414;C1414BVK
-58,43104533;-34,58661271;681;MÃ©todo de Rose;2014;1U;6;VIA PUBLICA;Locales Amigos;Fray SantamarÃ­a de Oro;1702;;Palermo;Comuna 14;;
-58,41965588;-34,58827115;682;SalÃ³n Veracruz (peluquerÃ­a);2014;4U;1;VIA PUBLICA;Comercio amigo;Paraguay;4024;;Palermo;Comuna 14;1425;C1425BSF
-58,42664036;-34,58289497;683;BicicleterÃ­a Orense;2014;4U;1;VIA PUBLICA;Comercio amigo;Paraguay;4718;;Palermo;Comuna 14;1425;C1425BST
-58,45514372;-34,55420474;684;CafÃ© PastelerÃ­a;2014;4U;1;VIA PUBLICA;Comercio amigo;Roosevelt;1806;;Belgrano;Comuna 13;1428;C1428BNH
-58,40720745;-34,57908497;685;WellClub;2014;4U;1;VIA PUBLICA;Comercio amigo;Salguero;2863;;Palermo;Comuna 14;1425;C1425DEM
-58,49685933;-34,61131506;686;Venton SRL;2014;4U;1;VIA PUBLICA;CINES Y TEATROS;San NicolÃ¡s;2338;;Villa Del Parque;Comuna 11;;
-58,4285412;-34,58504073;687;Centro Sai Baba;2014;4U;1;VIA PUBLICA;Comercio amigo;Uriarte;1934;;Palermo;Comuna 14;1414;C1414DAX
-58,35699551;-34,62808996;688;Teatro de la Ribera y Museo Quinquela MartÃ­n;2014;4U;1;VIA PUBLICA;Comercio amigo;Pedro Mendoza;501;;La Boca;Comuna 4;1156;C1156ACF
-58,40876735;-34,63954368;689;Polideportivo Patricios;2014;4U;2;VIA PUBLICA;EDIFICIOS CULTURALES;Pepiri;135;;Parque Patricios;Comuna 4;1437;C1437EIC
-58,36910326;-34,6404257;690;Edificio PÃºblico;2014;4U;1;VIA PUBLICA;EDIFICIOS PÃšBLICOS;Regimiento Patricios;1142;;La Boca;Comuna 4;1265;C1265AER
-58,49199075;-34,62177822;691;SubsecretarÃ­a de Deportes;2014;4U;1;VIA PUBLICA;EDIFICIOS PÃšBLICOS;Mercedes;1389;;Floresta;Comuna 10;1407;C1407AHY
-58,38057317;-34,60496374;692;Edifico de SST - TrÃ¡nsito (Inspecciones);2014;4U;1;VIA PUBLICA;EDIFICIOS PÃšBLICOS;Sarmiento;980;;San Nicolas;Comuna 1;1041;C1041AAT
-58,45479486;-34,66954673;693;Parque de la Ciudad;2014;4U;15;INTERIOR;ESPACIOS VERDES;FernÃ¡ndez de la Cruz;4052;;Villa Soldati;Comuna 8;;
-58,43685943;-34,60589552;694;Anfiteatro Parque Centenario;2014;4U;5;INTERIOR;ESPACIOS VERDES;Warnes;0;Angel gallardo;Caballito;Comuna 6;;
-58,45645557;-34,52962354;695;Parque de los NiÃ±os;2014;4U;3;INTERIOR;ESPACIOS VERDES;Lugones Av;0;Gral Paz;NuÃ±ez;Comuna 13;;
-58,46787091;-34,66455906;696;Parque Indoamericano;2014;4U;6;INTERIOR;ESPACIOS VERDES;CastaÃ±ares av;0;Escalada av;Villa Soldati;Comuna 8;;
-58,44671587;-34,5473804;697;Universidad Di Tella;2014;4U;6;INTERIOR;UNIVERSIDADES;Av Figueroa Alcorta;7350;;Belgrano;Comuna 13;1428;C1428BCW
-58,39333786;-34,60401778;698;Pasaje DiscÃ©polo;2014;4U;4;VIA PUBLICA;VÃA PÃšBLICA;Av Corrientes;0;DiscÃ©polo;Balvanera;Comuna 3;;
-58,41064889;-34,59461684;699;Colegio Aletheia;2014;4U;1;VIA PUBLICA;VÃA PÃšBLICA;Gallo;1341;;Recoleta;Comuna 2;1425;C1425EFC
-58,42651238;-34,58706735;700;Colegio Amapola;2014;4U;1;VIA PUBLICA;VÃA PÃšBLICA;Nicaragua;4739;;Palermo;Comuna 14;1414;C1414BVI
-58,46601039;-34,55473888;701;Catering  Schuster;2016;1U;2;VIA PUBLICA;Comercio amigo;Amenabar;3075;;NuÃ±ez;Comuna 13;1429;C1429AEC
-58,41020341;-34,59204256;702;La MÃ¡quina de Jugar;2016;1U;2;VIA PUBLICA;Comercio amigo;SÃ¡nchez de Bustamante;1645;;Recoleta;Comuna 2;;
-58,43129947;-34,57985682;703;Gimnasio Omnia;2016;1U;2;VIA PUBLICA;Comercio amigo;Fitz Roy;2261;;Palermo;Comuna 14;1425;C1425FVC
-58,4132451;-34,60471379;704;El Emergente;2016;1U;2;VIA PUBLICA;Comercio amigo;Gallo;333;;Balvanera;Comuna 3;1172;C1172ABG
-58,37398898;-34,64262687;705;Veiga Inmobiliaria;2018;1U;2;VIA PUBLICA;Comercio amigo;Montes de Oca;1237;;Barracas;Comuna 4;1270;C1270AAM
-58,42894344;-34,58544772;706;Radio POP 101.5;2016;1U;2;VIA PUBLICA;Comercio amigo;Uriarte;0;Nicaragua;Palermo;Comuna 14;;
-58,37384668;-34,60269556;707;Ministerio de Ambiente de NaciÃ³n;2016;1U;2;VIA PUBLICA;EDIFICIOS PÃšBLICOS;San MartÃ­n;451;;San Nicolas;Comuna 1;;
-58,3989398;-34,64138557;708;Registro Nacional de las Personas RENAPER;2016;1U;3;VIA PUBLICA;EDIFICIOS PÃšBLICOS;Pedro Chutro;2780;;Parque Patricios;Comuna 4;1437;C1437IYD
-58,40511226;-34,58322901;709;Base de Agentes de Ocampo;2016;1U;3;VIA PUBLICA;EDIFICIOS PÃšBLICOS;Ortiz de Ocampo;0;Las Heras;Palermo;Comuna 14;;
-58,37563529;-34,62290788;710;Base de Agentes;2016;1U;2;INTERIOR;EDIFICIOS PÃšBLICOS;Chacabuco;1261;;San Telmo;Comuna 1;1140;C1140AAA
