id,nombre,destinatar,requisito,objetivos,direccion,barrio,comuna,web,geometry
2031,NUESTRA SEÑORA DE LOS BS. AS.,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Paysandu 1221,Caballito,Comuna 6,,POINT (-58.454479497173956 -34.60994665365039)
2032,AMIGOS DEL PARQUECITO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Beauchef 1050,Parque Chacabuco,Comuna 7,,POINT (-58.43169630900176 -34.6296066754225)
2033,ANGELITA,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Bragado 6875,Mataderos,Comuna 9,,POINT (-58.509886220845914 -34.659277287280844)
2034,PREMIER SOLIDARIO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Campichuelo 472,Caballito,Comuna 6,,POINT (-58.435327000000015 -34.611940999999995)
2035,PLAZA VILLA REAL,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Irigoyen 2340,Villa Real,Comuna 10,,POINT (-58.52725486970995 -34.6203216712441)
2036,BARRIO J. F. KENNEDY,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Justo, Juan B. Av. 9100",Liniers,Comuna 9,,POINT (-58.51714914907518 -34.63360925450325)
2037,FLORENTINO AMEGHINO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",La Facultad 1772,Parque Avellaneda,Comuna 9,,POINT (-58.47269064880538 -34.651868629598646)
2038,EL SOL DE VILLA REAL,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Porcel De Peralta, Manuel 1470",Villa Real,Comuna 10,,POINT (-58.529454020010434 -34.62176761123303)
2039,EL ESFUERZO DE LOS ABUELOS,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Portela 836,Flores,Comuna 7,,POINT (-58.46864283739131 -34.64162925546176)
2040,VOLVER A VIVIR ASOCIACION CIVIL,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Reservistas Argentinos Av. 452,Liniers,Comuna 9,,POINT (-58.524833521015324 -34.63581334345034)
2041,HUGO DEL CARRIL - BARRACAS,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Rocha 1521,Barracas,Comuna 4,,POINT (-58.371988000000016 -34.64215500000002)
2042,CONVIVENCIA FELIZ,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Ruiz Huidobro 3538,Saavedra,Comuna 12,,POINT (-58.48332070824337 -34.54945235008924)
2043,LA AMISTAD DE MONTE CASTRO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Segurola Av. 2112,Monte Castro,Comuna 10,,POINT (-58.503588074857944 -34.617095946541255)
2044,CENTRO DE TERCERA EDAD 8 DE OCTUBRE,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",San Blas 4369,Floresta,Comuna 10,,POINT (-58.49685400000001 -34.621872)
2045,CLUB DE TERCERA EDAD SANTA ISABEL DE HUNGRIA,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",San Jose De Calasanz 1049,Parque Chacabuco,Comuna 7,,POINT (-58.43657040697817 -34.63153060029639)
2046,PATERNAL,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Sanchez 2256,Villa Gral. Mitre,Comuna 11,,POINT (-58.46901839003441 -34.602864754964365)
2047,EL RESURGIR DE BARRACAS,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Santa Maria Del Buen Aire 341,Barracas,Comuna 4,,POINT (-58.383871000000006 -34.64673400000001)
2048,EL ENCANTO POR LA VIDA ASOCIACION CIVIL,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Santander 915,Parque Chacabuco,Comuna 7,,POINT (-58.43290599740345 -34.634796226432776)
2049,CENTRO DE JUBILADOS Y PENSIONADOS SUYAI,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Segurola Av. 1174,Velez Sarsfield,Comuna 10,,POINT (-58.49391901773872 -34.62501133026498)
2050,FLORES SOLIDARIO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Bonorino, Esteban, Cnel. Av. 1001",Flores,Comuna 7,,POINT (-58.45339400000001 -34.63887900000001)
2051,JUAN PUEBLO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Zañartu 817,Parque Chacabuco,Comuna 7,,POINT (-58.429512000000024 -34.638928000000014)
2052,LOS GALANCITOS,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Torres Y Tenorio, Pres. 2081",Flores,Comuna 7,,POINT (-58.44078500000001 -34.64477100000001)
2053,CENTRO DE JUBILADOS ALMAGRO-BOEDO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Treinta Y Tres Orientales 842,Boedo,Comuna 5,,POINT (-58.423157355329515 -34.62383627293108)
2054,MOSCONI,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Urdininea 1679,Villa Ortuzar,Comuna 15,,POINT (-58.47530200000001 -34.578984)
2055,RINCONCITO DE RECOLETA,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Uriburu Jose E., Pres. 1022",Recoleta,Comuna 2,,POINT (-58.39909300000001 -34.59667100000001)
2056,FAVALORO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Varela Av. 1237,Flores,Comuna 7,,POINT (-58.45504017849805 -34.64286570180809)
2057,"RECREATIVO BELGRANO, NUÑEZ Y COLEGIALES",Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Vidal 2505,Belgrano,Comuna 13,,POINT (-58.463711858397126 -34.56023362564222)
2058,FLORECER,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Billinghurst 226,Almagro,Comuna 5,,POINT (-58.41629800000001 -34.608066)
2059,PINTANDO FLORES,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Lafuente 515,Flores,Comuna 7,,POINT (-58.46585200000001 -34.636566000000016)
2060,BENITO QUINQUELA MARTIN,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Olavarria 456,La Boca,Comuna 4,,POINT (-58.359130000000015 -34.636548)
2061,EDUARDO MONTENEGRO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Parral 129,Caballito,Comuna 6,,POINT (-58.43959196499974 -34.61787504189418)
2062,ONG LUZ MATINAL,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Pasco 1234,San Cristobal,Comuna 3,,POINT (-58.396141000000014 -34.623465)
2063,INTEGRACION CON PROYECTO DE VIDA  LAS BASES - CLUB ALBERDI,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",White 1041,Parque Avellaneda,Comuna 9,,POINT (-58.48783769739684 -34.64721854307851)
2064,DEL SUR,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Alcorta, Amancio Av. 4007",Nueva Pompeya,Comuna 4,,POINT (-58.41525500000001 -34.655927000000005)
2065,CLUB HURACAN ADULTOS MAYORES,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Caseros Av. 3159,Parque Patricios,Comuna 4,,POINT (-58.40818300000001 -34.637353)
2066,CANDIDA,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Cruz, Osvaldo 3470",Barracas,Comuna 4,,POINT (-58.39690900000001 -34.656284000000014)
2067,LOS DORADOS AÑOS,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Alcorta, Amancio Av. 3655",Nueva Pompeya,Comuna 4,,POINT (-58.410779000000005 -34.65384800000002)
2068,EL RINCON FELIZ,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Leguizamon, Martiniano 3434",Villa Lugano,Comuna 8,,POINT (-58.484851000000006 -34.671159000000024)
2069,ARGENTINA NUESTRO HOGAR,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Artigas, Jose Gervasio, Gral. 5285",Villa Pueyrredon,Comuna 12,,POINT (-58.50180837788946 -34.57882317812361)
2070,SIN RUMBO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Tamborini, Jose Pascual 6157",Villa Urquiza,Comuna 12,,POINT (-58.503815000000024 -34.572478999999994)
2071,AMIGOS DE VILLA MITRE,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Alvarez Jonte Av. 3176,Villa Santa Rita,Comuna 11,,POINT (-58.48744300000002 -34.60998399999999)
2072,CERVANTES,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Calderon De La Barca, Pedro 1733",Monte Castro,Comuna 10,,POINT (-58.50951400000001 -34.623504000000004)
2073,DON RAUL,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Magariños Cervantes, A. 2774",Villa Santa Rita,Comuna 11,,POINT (-58.47811700000001 -34.612700000000004)
2074,CENTRO DE JUBILADOS DON RAMON CARRILLO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Posadas, Alejandro, Dr. 2760",Villa Devoto,Comuna 11,,POINT (-58.51193000000001 -34.615303000000004)
2075,EL PARAJE DE ALEGRIAS,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Soldado De La Frontera Av. 5230,Villa Lugano,Comuna 8,,POINT (-58.46337502456676 -34.685318118389176)
2076,LOS ABUELOS DEL NORTE,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Acha, Mariano, Gral. 3743",Saavedra,Comuna 12,,POINT (-58.48905700000001 -34.55798199999999)
2077,LES CHIQUES EN RED,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Brown, Alte. Av. 1351",La Boca,Comuna 4,,POINT (-58.358384000000015 -34.636531)
2078,LOS ABUELOS DE MATADEROS,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",De Los Corrales Av. 6772,Mataderos,Comuna 9,,POINT (-58.50212900000001 -34.66447300000002)
2079,VIRGEN DEL CARMEN (CENTRO COMUNITARIO DEL ADULTO MAYOR),Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",España Av. 1800,Puerto Madero,Comuna 1,,POINT (-58.35220800000001 -34.617832)
2080,LA CASONA,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.","Juarez, Benito 2686",Monte Castro,Comuna 10,,POINT (-58.509291000000005 -34.61479099999999)
2081,PAPA FRANCISCO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Riestra Av. 2232,Flores,Comuna 7,,POINT (-58.44002600000002 -34.64878600000001)
2082,SIEMPRE PRIMAVERA-,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Diaz Velez Av. 4245,Almagro,Comuna 5,,POINT (-58.42696200000002 -34.608525)
2083,SANTA ANA Y SAN JOAQUIN,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",España Av. 1800,Puerto Madero,Comuna 1,,POINT (-58.35322100000001 -34.618778999999996)
2084,DE LA AMISTAD DE MONTE CASTRO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Segurola Av. 2112,Monte Castro,Comuna 10,,POINT (-58.50353200000001 -34.61704100000001)
2085,LA CASA DEL ENCUENTRO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Billinghurst 226,Almagro,Comuna 5,,POINT (-58.416281000000005 -34.60806600000001)
2086,ESPERANZA,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Billinghurst 226,Almagro,Comuna 5,,POINT (-58.41626400000001 -34.60805200000001)
2087,CENTRO DE JUBILADOS GRUPO PARA VIVIR MEJOR,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Castro Barros 966,Boedo,Comuna 5,,POINT (-58.418954190610165 -34.623907413887814)
2088,HUGO DEL CARRIL DE VILLA DEL PARQUE,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Cervantes 2944,Villa Devoto,Comuna 11,,POINT (-58.51902400000002 -34.614629)
2089,MAYORES ACTIVOS UNIDOS,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",2 De Abril De 1982 6526,Villa Lugano,Comuna 8,,POINT (-58.49014700000001 -34.67751800000001)
2090,MILAGRO AL SUR,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Boedo 1868,Boedo,Comuna 5,,POINT (-58.41596700000001 -34.63574700000001)
2091,MORDISQUITO,Personas mayores de 60 años.,Tener 60 años o más. Inscribirse en la o las actividades elegidas en el Centro de Jubilados al que se concurre.,"La Secretaría de Bienestar integral impulsa en los distintos Centros de Jubilados y Pensionados diversos programas y talleres que favorecen el desarrollo de espacios colectivos de aprendizaje, productivos y placenteros, destinados a los adultos mayores.",Alcaraz 4406,Monte Castro,Comuna 10,,POINT (-58.50035200000002 -34.618394000000016)
