X;Y;ID;MES;SEMANA;ZONA;CALLE;ALTURA;ESTADO;DOM_NORMA;DOM_GEO
-58.4333057996966;-34.6340582122689;751;SEPTIEMBRE;5 AL 10;7;ASAMBLEA;543;FINALIZADO;ASAMBLEA AV. 543;543 ASAMBLEA AV.
-58.4379612471063;-34.6323205284656;752;SEPTIEMBRE;5 AL 10;7;DE LA INDUSTRIA;1095;FINALIZADO;DE LA INDUSTRIA 1095;1095 DE LA INDUSTRIA
-58.4376153569237;-34.6321487207442;753;SEPTIEMBRE;5 AL 10;7;ESTRADA;913;FINALIZADO;ESTRADA 913;913 ESTRADA
-58.4380989945448;-34.6323377664018;754;SEPTIEMBRE;5 AL 10;7;DE LAS GARANTIAS;1092;FINALIZADO;DE LAS GARANTIAS 1092;1092 DE LAS GARANTIAS
-58.4382167454743;-34.6324531471146;755;SEPTIEMBRE;5 AL 10;7;DE LAS GARANTIAS;1095;FINALIZADO;DE LAS GARANTIAS 1095;1095 DE LAS GARANTIAS
-58.4381451917139;-34.6325453084158;756;SEPTIEMBRE;5 AL 10;7;DE LAS GARANTIAS;1101;FINALIZADO;DE LAS GARANTIAS 1101;1101 DE LAS GARANTIAS
-58.4380373966138;-34.6325380785729;757;SEPTIEMBRE;5 AL 10;7;ESTRADA;950;FINALIZADO;ESTRADA 950;950 ESTRADA
-58.438587979975;-34.6312481333273;758;SEPTIEMBRE;5 AL 10;7;DE LA INDUSTRIA;994;FINALIZADO;DE LA INDUSTRIA 994;994 DE LA INDUSTRIA
-58.43872040792;-34.6313445738351;759;SEPTIEMBRE;5 AL 10;7;DE LA INDUSTRIA;995;FINALIZADO;DE LA INDUSTRIA 995;995 DE LA INDUSTRIA
-58.4384705761431;-34.6313990613725;760;SEPTIEMBRE;5 AL 10;7;DE LA INDUSTRIA;1006;FINALIZADO;DE LA INDUSTRIA 1006;1006 DE LA INDUSTRIA
-58.4386027664745;-34.6314958062159;761;SEPTIEMBRE;5 AL 10;7;DE LA INDUSTRIA;1007;FINALIZADO;DE LA INDUSTRIA 1007;1007 DE LA INDUSTRIA
-58.389002296879;-34.6188499196301;762;SEPTIEMBRE;5 AL 10;8;VIRREY CEVALLOS;899;FINALIZADO;CEVALLOS, VIRREY 899;899 CEVALLOS, VIRREY
-58.3873385748643;-34.6186408275905;763;SEPTIEMBRE;5 AL 10;8;LUIS SAENZ PEÑA;886;FINALIZADO;SAENZ PEÑA, LUIS, PRES. 886;886 SAENZ PEÑA, LUIS, PRES.
-58.3857781126264;-34.6185947491643;764;SEPTIEMBRE;5 AL 10;8;SAN JOSE;892;FINALIZADO;SAN JOSE 892;892 SAN JOSE
-58.3815443691436;-34.6203211678523;765;SEPTIEMBRE;5 AL 10;8;LIMA;1047;FINALIZADO;LIMA 1047;1047 LIMA
-58.3872929189792;-34.6213664883005;766;SEPTIEMBRE;5 AL 10;8;LUIS SAENZ PEÑA;1107;FINALIZADO;SAENZ PEÑA, LUIS, PRES. 1107;1107 SAENZ PEÑA, LUIS, PRES.
-58.3844332792194;-34.6212096916409;767;SEPTIEMBRE;5 AL 10;8;SANTIAGO DEL ESTERO;1111;FINALIZADO;SANTIAGO DEL ESTERO 1111;1111 SANTIAGO DEL ESTERO
-58.3872638782336;-34.6211909724253;768;SEPTIEMBRE;5 AL 10;8;HUMBERTO 1°;1501;FINALIZADO;HUMBERTO 1° 1501;1501 HUMBERTO 1°
-58.3857532217072;-34.6224593639916;769;SEPTIEMBRE;5 AL 10;8;SAN JUAN;1398;FINALIZADO;SAN JUAN AV. 1398;1398 SAN JUAN AV.
-58.389852870424;-34.6227059673833;770;SEPTIEMBRE;5 AL 10;8;SAN JUAN;1698;FINALIZADO;SAN JUAN AV. 1698;1698 SAN JUAN AV.
-58.389549597631;-34.6225427680859;771;SEPTIEMBRE;5 AL 10;8;SAN JUAN;1667;FINALIZADO;SAN JUAN AV. 1667;1667 SAN JUAN AV.
-58.3899419350911;-34.6225667970066;772;SEPTIEMBRE;5 AL 10;8;SAN JUAN;1701;FINALIZADO;SAN JUAN AV. 1701;1701 SAN JUAN AV.
-58.3899290428134;-34.6227106339353;773;SEPTIEMBRE;5 AL 10;8;SAN JUAN;1702;FINALIZADO;SAN JUAN AV. 1702;1702 SAN JUAN AV.
-58.3858644551263;-34.6224654917515;774;SEPTIEMBRE;5 AL 10;8;SAN JUAN;1402;FINALIZADO;SAN JUAN AV. 1402;1402 SAN JUAN AV.
-58.3859213934748;-34.6220232253154;775;SEPTIEMBRE;5 AL 10;8;SAN JOSE;1171;FINALIZADO;SAN JOSE 1171;1171 SAN JOSE
-58.3907031598444;-34.630452797866;776;SEPTIEMBRE;5 AL 10;8;ENTRE RIOS;1898;FINALIZADO;ENTRE RIOS AV. 1898;1898 ENTRE RIOS AV.
-58.3906925635916;-34.6305416749412;777;SEPTIEMBRE;5 AL 10;8;ENTRE RIOS;1902;FINALIZADO;ENTRE RIOS AV. 1902;1902 ENTRE RIOS AV.
-58.3905715363405;-34.6315569296005;778;SEPTIEMBRE;5 AL 10;8;ENTRE RIOS;2002;FINALIZADO;ENTRE RIOS AV. 2002;2002 ENTRE RIOS AV.
-58.3826083369134;-34.6301792090471;779;SEPTIEMBRE;5 AL 10;8;SALTA;1898;FINALIZADO;SALTA 1898;1898 SALTA
-58.3881486061828;-34.6287738539257;780;SEPTIEMBRE;5 AL 10;8;BRASIL;1601;FINALIZADO;BRASIL 1601;1601 BRASIL
-58.3856574006568;-34.6283479321241;781;SEPTIEMBRE;5 AL 10;8;BRASIL;1399;FINALIZADO;BRASIL 1399;1399 BRASIL
-58.3813209110407;-34.6284803549164;782;SEPTIEMBRE;5 AL 10;8;LIMA;1758;FINALIZADO;LIMA 1758;1758 LIMA
-58.3813289998093;-34.6282509336512;783;SEPTIEMBRE;5 AL 10;8;LIMA;1738;FINALIZADO;LIMA 1738;1738 LIMA
-58.3815042192666;-34.628232194152;784;SEPTIEMBRE;5 AL 10;8;LIMA;1735;FINALIZADO;LIMA 1735;1735 LIMA
-58.3900385087302;-34.6280871027986;785;SEPTIEMBRE;5 AL 10;8;ANTEQUERA;1743;FINALIZADO;ANTEQUERA 1743;1743 ANTEQUERA
-58.3901219230726;-34.6282347668811;786;SEPTIEMBRE;5 AL 10;8;ANTEQUERA;1750;FINALIZADO;ANTEQUERA 1750;1750 ANTEQUERA
-58.3901809698058;-34.6280926917246;787;SEPTIEMBRE;5 AL 10;8;ANTEQUERA;1751;FINALIZADO;ANTEQUERA 1751;1751 ANTEQUERA
-58.3902798471482;-34.6282409690049;788;SEPTIEMBRE;5 AL 10;8;ANTEQUERA;1758;FINALIZADO;ANTEQUERA 1758;1758 ANTEQUERA
-58.3873660320337;-34.6188571109132;789;SEPTIEMBRE;5 AL 10;8;ESTADOS UNIDOS;1500;FINALIZADO;ESTADOS UNIDOS 1500;1500 ESTADOS UNIDOS
-58.4709417676541;-34.5608652860273;790;SEPTIEMBRE;5 AL 10;9;CONDE;2811;FINALIZADO;CONDE 2811;2811 CONDE
-58.4691829356223;-34.5590130135599;791;SEPTIEMBRE;5 AL 10;9;CONGRESO;3104;FINALIZADO;CONGRESO AV. 3104;3104 CONGRESO AV.
-58.469109054438;-34.5588043768923;792;SEPTIEMBRE;5 AL 10;9;CONGRESO;3089;FINALIZADO;CONGRESO AV. 3089;3089 CONGRESO AV.
-58.4691653529714;-34.5590038828087;793;SEPTIEMBRE;5 AL 10;9;CONGRESO;3102;FINALIZADO;CONGRESO AV. 3102;3102 CONGRESO AV.
-58.4716802807059;-34.5601829019713;794;SEPTIEMBRE;5 AL 10;9;CONGRESO;3301;FINALIZADO;CONGRESO AV. 3301;3301 CONGRESO AV.
-58.4713839886162;-34.5599855801505;795;SEPTIEMBRE;5 AL 10;9;CONGRESO;3295;FINALIZADO;CONGRESO AV. 3295;3295 CONGRESO AV.
-58.4688359429613;-34.5610170370805;796;SEPTIEMBRE;5 AL 10;9;RAMON FREIRE;2710;FINALIZADO;FREIRE, RAMON, CAP. GRAL. 2710;2710 FREIRE, RAMON, CAP. GRAL.
-58.4694905695057;-34.5602413921914;797;SEPTIEMBRE;5 AL 10;9;RAMON FREIRE;2802;FINALIZADO;FREIRE, RAMON, CAP. GRAL. 2802;2802 FREIRE, RAMON, CAP. GRAL.
-58.4717621077115;-34.5574480289729;798;SEPTIEMBRE;5 AL 10;9;RAMON FREIRE;3101;FINALIZADO;FREIRE, RAMON, CAP. GRAL. 3101;3101 FREIRE, RAMON, CAP. GRAL.
-58.468420041571;-34.5620761368053;799;SEPTIEMBRE;5 AL 10;9;RAMON FREIRE;2602;FINALIZADO;FREIRE, RAMON, CAP. GRAL. 2602;2602 FREIRE, RAMON, CAP. GRAL.
-58.472862313729;-34.5566555362317;800;SEPTIEMBRE;5 AL 10;9;RAMON FREIRE;3209;FINALIZADO;FREIRE, RAMON, CAP. GRAL. 3209;3209 FREIRE, RAMON, CAP. GRAL.
-58.4676085903658;-34.5616381618351;801;SEPTIEMBRE;5 AL 10;9;BALBIN;2599;FINALIZADO;BALBIN, RICARDO, DR. AV. 2599;2599 BALBIN, RICARDO, DR. AV.
-58.4700481224422;-34.560614013608;802;SEPTIEMBRE;5 AL 10;9;BALBIN;2795;FINALIZADO;BALBIN, RICARDO, DR. AV. 2795;2795 BALBIN, RICARDO, DR. AV.
-58.4730334422903;-34.5595265528682;803;SEPTIEMBRE;5 AL 10;9;BALBIN;3002;FINALIZADO;BALBIN, RICARDO, DR. AV. 3002;3002 BALBIN, RICARDO, DR. AV.
-58.4756309403409;-34.5584287460191;804;SEPTIEMBRE;5 AL 10;9;BALBIN;3198;FINALIZADO;BALBIN, RICARDO, DR. AV. 3198;3198 BALBIN, RICARDO, DR. AV.
-58.4690340437227;-34.5613420260896;805;SEPTIEMBRE;5 AL 10;9;PEDRO RIVERA;3204;FINALIZADO;RIVERA, PEDRO I., DR. 3204;3204 RIVERA, PEDRO I., DR.
-58.4639867415114;-34.5583457511184;806;SEPTIEMBRE;5 AL 10;9;PEDRO RIVERA;2699;FINALIZADO;RIVERA, PEDRO I., DR. 2699;2699 RIVERA, PEDRO I., DR.
-58.4721740642898;-34.5631082224404;807;SEPTIEMBRE;5 AL 10;9;PEDRO RIVERA;3502;FINALIZADO;RIVERA, PEDRO I., DR. 3502;3502 RIVERA, PEDRO I., DR.
-58.4731122726658;-34.563636795131;808;SEPTIEMBRE;5 AL 10;9;PEDRO RIVERA;3602;FINALIZADO;RIVERA, PEDRO I., DR. 3602;3602 RIVERA, PEDRO I., DR.
-58.4678792212045;-34.5617119688693;809;SEPTIEMBRE;5 AL 10;9;ROOSEVELT;3161;FINALIZADO;ROOSEVELT FRANKLIN D. 3161;3161 ROOSEVELT FRANKLIN D.
-58.4665460129517;-34.5611202168428;810;SEPTIEMBRE;5 AL 10;9;ROOSEVELT;3050;FINALIZADO;ROOSEVELT FRANKLIN D. 3050;3050 ROOSEVELT FRANKLIN D.
-58.5185704175506;-34.6251673315712;811;SEPTIEMBRE;5 AL 10;10;CORTINA ESQ SANTO TOME;;FINALIZADO;CORTINA Y SANTO TOME;CORTINA & SANTO TOME
-58.5152541441729;-34.6231202845849;812;SEPTIEMBRE;5 AL 10;10;LUIS BRAILE ESQ VIRGILIO;;FINALIZADO;BRAILLE, LUIS Y VIRGILIO;BRAILLE, LUIS & VIRGILIO
-58.5179557523898;-34.6272376811404;813;SEPTIEMBRE;5 AL 10;10;IRIGOYEN ESQ MARTIN FIERRO;;FINALIZADO;IRIGOYEN Y MARTIN FIERRO;IRIGOYEN & MARTIN FIERRO
-58.516982690373;-34.6263973138964;814;SEPTIEMBRE;5 AL 10;10;CORTINA ESQ MARTIN FIERRO;;FINALIZADO;CORTINA Y MARTIN FIERRO;CORTINA & MARTIN FIERRO
-58.5151811641868;-34.6247898087321;815;SEPTIEMBRE;5 AL 10;10;MOLIERE ESQ MARTIN FIERRO;;FINALIZADO;MOLIERE Y MARTIN FIERRO;MOLIERE & MARTIN FIERRO
-58.5142333449534;-34.6238984927406;816;SEPTIEMBRE;5 AL 10;10;VIRGILIO ESQ MARTIN FIERRO;;FINALIZADO;VIRGILIO Y MARTIN FIERRO;VIRGILIO & MARTIN FIERRO
-58.5131587937056;-34.6247176308505;817;SEPTIEMBRE;5 AL 10;10;VIRGILIO ESQ GIBRALTAR;;FINALIZADO;VIRGILIO Y GIBRALTAR;VIRGILIO & GIBRALTAR
-58.5140914292474;-34.6255814962981;818;SEPTIEMBRE;5 AL 10;10;MOLIERE ESQ GIBRALTAR;;FINALIZADO;MOLIERE Y GIBRALTAR;MOLIERE & GIBRALTAR
-58.5014815301255;-34.5960712438186;819;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3298;FINALIZADO;MORAN, PEDRO 3298;3298 MORAN, PEDRO
-58.5016047942118;-34.5959673317016;820;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3299;FINALIZADO;MORAN, PEDRO 3299;3299 MORAN, PEDRO
-58.5015669224985;-34.5961238699972;821;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3302;FINALIZADO;MORAN, PEDRO 3302;3302 MORAN, PEDRO
-58.5017483365456;-34.5960557840159;822;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3307;FINALIZADO;MORAN, PEDRO 3307;3307 MORAN, PEDRO
-58.5114859162289;-34.6022509443381;823;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;4148;FINALIZADO;MORAN, PEDRO 4148;4148 MORAN, PEDRO
-58.5119146022855;-34.6023354716938;824;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;4199;FINALIZADO;MORAN, PEDRO 4199;4199 MORAN, PEDRO
-58.5113032817735;-34.6019583113751;825;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;4101;FINALIZADO;MORAN, PEDRO 4101;4101 MORAN, PEDRO
-58.5101222051904;-34.6014096317036;826;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3980;FINALIZADO;MORAN, PEDRO 3980;3980 MORAN, PEDRO
-58.5103922920168;-34.6013963041039;827;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3999;FINALIZADO;MORAN, PEDRO 3999;3999 MORAN, PEDRO
-58.5104441853365;-34.6014283173773;828;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;4001;FINALIZADO;MORAN, PEDRO 4001;4001 MORAN, PEDRO
-58.5103398785062;-34.6015439198635;829;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;4002;FINALIZADO;MORAN, PEDRO 4002;4002 MORAN, PEDRO
-58.5082398579029;-34.600068374735;830;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3799;FINALIZADO;MORAN, PEDRO 3799;3799 MORAN, PEDRO
-58.506976054725;-34.5992844958891;831;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3701;FINALIZADO;MORAN, PEDRO 3701;3701 MORAN, PEDRO
-58.5067800129023;-34.5993447364266;832;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3698;FINALIZADO;MORAN, PEDRO 3698;3698 MORAN, PEDRO
-58.5056832761071;-34.5984878731363;833;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3601;FINALIZADO;MORAN, PEDRO 3601;3601 MORAN, PEDRO
-58.5042133646414;-34.5975793488652;834;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3495;FINALIZADO;MORAN, PEDRO 3495;3495 MORAN, PEDRO
-58.5043447188533;-34.5976605352396;835;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3501;FINALIZADO;MORAN, PEDRO 3501;3501 MORAN, PEDRO
-58.5042402924621;-34.5977760599994;836;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3502;FINALIZADO;MORAN, PEDRO 3502;3502 MORAN, PEDRO
-58.5041345224121;-34.5977106852031;837;SEPTIEMBRE;5 AL 10;11;PEDRO MORAN;3498;FINALIZADO;MORAN, PEDRO 3498;3498 MORAN, PEDRO
-58.4925167821994;-34.5549769883607;838;SEPTIEMBRE;5 AL 10;12;BESARES ESQ LUGONES;;FINALIZADO;BESARES Y LUGONES;BESARES & LUGONES
-58.4771026423775;-34.5435498796392;839;SEPTIEMBRE;5 AL 10;12;CRAMER ESQ ARIAS;;FINALIZADO;CRAMER Y ARIAS;CRAMER & ARIAS
-58.4803063378698;-34.5417389518931;840;SEPTIEMBRE;5 AL 10;12;ZAPIOLA ESQ VEDIA;;FINALIZADO;ZAPIOLA Y VEDIA;ZAPIOLA & VEDIA
-58.4799110902756;-34.542553482705;841;SEPTIEMBRE;5 AL 10;12;ZAPIOLA ESQ PICO;;FINALIZADO;ZAPIOLA Y PICO;ZAPIOLA & PICO
-58.4990177736484;-34.5520997435935;842;SEPTIEMBRE;5 AL 10;12;BALBIN ESQ PICO;;FINALIZADO;BALBIN, RICARDO, DR. AV. Y PICO;BALBIN, RICARDO, DR. AV. & PICO
-58.4980587178541;-34.5526645581534;843;SEPTIEMBRE;5 AL 10;12;BALBIN ESQ DEHEZA;;FINALIZADO;BALBIN, RICARDO, DR. AV. Y DEHEZA;BALBIN, RICARDO, DR. AV. & DEHEZA
-58.4957436488279;-34.5503646771735;844;SEPTIEMBRE;5 AL 10;12;LUGONES ESQ PICO;;FINALIZADO;LUGONES Y PICO;LUGONES & PICO
-58.5269207089461;-34.6346829728346;845;SEPTIEMBRE;5 AL 10;14;GANA Y JUAN B JUSTO;;FINALIZADO;GANA Y JUSTO, JUAN B. AV.;GANA & JUSTO, JUAN B. AV.
-58.5254551659989;-34.6331626496339;846;SEPTIEMBRE;5 AL 10;14;FRAGUEIRO;503;FINALIZADO;FRAGUEIRO 503;503 FRAGUEIRO
-58.5255373017446;-34.6333085809762;847;SEPTIEMBRE;5 AL 10;14;FRAGUEIRO;490;FINALIZADO;FRAGUEIRO 490;490 FRAGUEIRO
-58.5253053062631;-34.63354830042;848;SEPTIEMBRE;5 AL 10;14;FRAGUEIRO;474;FINALIZADO;FRAGUEIRO 474;474 FRAGUEIRO
-58.4872523905399;-34.6256189371628;849;SEPTIEMBRE;5 AL 10;14;JUAN B JUSTO ESQ MERCEDES;;FINALIZADO;JUSTO, JUAN B. AV. Y MERCEDES;JUSTO, JUAN B. AV. & MERCEDES
-58.4944179962644;-34.626717303094;850;SEPTIEMBRE;5 AL 10;14;REMEDIOS DE ESCALADA DE SAN MARTIN;4437;FINALIZADO;ESCALADA DE SAN MARTIN, R. 4437;4437 ESCALADA DE SAN MARTIN, R.
-58.4910956448609;-34.6270110371601;851;SEPTIEMBRE;5 AL 10;14;JUAN B JUSTO Y SEGUROLA;;FINALIZADO;JUSTO, JUAN B. AV. Y SEGUROLA AV.;JUSTO, JUAN B. AV. & SEGUROLA AV.
-58.4766914380585;-34.632642467098;852;SEPTIEMBRE;5 AL 10;14;RIVADAVIA Y DOLORES;8000;FINALIZADO;RIVADAVIA AV. 8000;8000 RIVADAVIA AV.
-58.4767404256406;-34.6325040364573;853;SEPTIEMBRE;5 AL 10;14;RIVADAVIA;7999;FINALIZADO;RIVADAVIA AV. 7999;7999 RIVADAVIA AV.
-58.5236824273971;-34.6312968727573;854;SEPTIEMBRE;5 AL 10;14;MARIANO GAMBOA;6490;FINALIZADO;GAMBOA, MARCELO 6490;6490 GAMBOA, MARCELO
-58.524977244122;-34.6316470509442;855;SEPTIEMBRE;5 AL 10;14;MARIANO GAMBOA Y GALLARDO;;FINALIZADO;GAMBOA, MARCELO Y GALLARDO;GAMBOA, MARCELO & GALLARDO
-58.4752037510033;-34.6335161202365;856;SEPTIEMBRE;5 AL 10;14;RAMON FALCON ESQ AZUL 89;;FINALIZADO;AZUL 89;89 AZUL
-58.4728742754615;-34.6331512362204;857;SEPTIEMBRE;5 AL 10;14;RAMON FALCON ESQ PORTELA;;FINALIZADO;FALCON, RAMON L.,CNEL. Y PORTELA;FALCON, RAMON L.,CNEL. & PORTELA
-58.4694336996003;-34.5949294160173;858;SEPTIEMBRE;5 AL 10;15;PAZ SOLDAN;5102;FINALIZADO;PAZ SOLDAN 5102;5102 PAZ SOLDAN
-58.4696417344896;-34.5948820191412;859;SEPTIEMBRE;5 AL 10;15;PAZ SOLDAN;5109;FINALIZADO;PAZ SOLDAN 5109;5109 PAZ SOLDAN
-58.469439861359;-34.5947491109655;860;SEPTIEMBRE;5 AL 10;15;PAZ SOLDAN;5093;FINALIZADO;PAZ SOLDAN 5093;5093 PAZ SOLDAN
-58.4693756432479;-34.5948911925773;861;SEPTIEMBRE;5 AL 10;15;PAZ SOLDAN;5100;FINALIZADO;PAZ SOLDAN 5100;5100 PAZ SOLDAN
-58.4702596716509;-34.5961966442719;862;SEPTIEMBRE;5 AL 10;15;WARNES;2397;FINALIZADO;WARNES AV. 2397;2397 WARNES AV.
-58.4734413514751;-34.5969698336626;863;SEPTIEMBRE;5 AL 10;15;WARNES;2552;FINALIZADO;WARNES AV. 2552;2552 WARNES AV.
-58.4767512607841;-34.5969906849727;864;SEPTIEMBRE;5 AL 10;15;WARNES;2707;FINALIZADO;WARNES AV. 2707;2707 WARNES AV.
-58.4601179317887;-34.5965564007678;865;SEPTIEMBRE;5 AL 10;15;WARNES;1757;FINALIZADO;WARNES AV. 1757;1757 WARNES AV.
-58.458251117082;-34.5968499328974;866;SEPTIEMBRE;5 AL 10;15;WARNES;1601;FINALIZADO;WARNES AV. 1601;1601 WARNES AV.
-58.4769855905894;-34.5950070004219;867;SEPTIEMBRE;5 AL 10;15;CHORROARIN;305;FINALIZADO;CHORROARIN AV. 305;305 CHORROARIN AV.
-58.4782233821638;-34.598253942389;868;SEPTIEMBRE;5 AL 10;15;CHORROARIN;107;FINALIZADO;CHORROARIN 107;107 CHORROARIN
-58.4537596923182;-34.5965343650304;869;SEPTIEMBRE;5 AL 10;15;DORREGO;206;FINALIZADO;DORREGO AV. 206;206 DORREGO AV.
-58.4528530779236;-34.5959177675881;870;SEPTIEMBRE;5 AL 10;15;DORREGO;302;FINALIZADO;DORREGO AV. 302;302 DORREGO AV.
-58.4536596086046;-34.5967232283393;871;SEPTIEMBRE;5 AL 10;15;HUAURA;1489;FINALIZADO;HUAURA 1489;1489 HUAURA
-58.4525840417231;-34.5981797430666;872;SEPTIEMBRE;5 AL 10;15;HUAURA;1312;FINALIZADO;HUAURA 1312;1312 HUAURA
-58.4523811831641;-34.5981645890523;873;SEPTIEMBRE;5 AL 10;15;HUAURA;1301;FINALIZADO;HUAURA 1301;1301 HUAURA
-58.4539571580894;-34.5966042159018;874;SEPTIEMBRE;5 AL 10;15;GIRARDOT;24;FINALIZADO;GIRARDOT 24;24 GIRARDOT
-58.4584032182697;-34.595964096749;875;SEPTIEMBRE;5 AL 10;15;JORGE NEWBERY;4850;FINALIZADO;NEWBERY, JORGE AV. 4850;4850 NEWBERY, JORGE AV.
-58.4518052900562;-34.589678039331;876;SEPTIEMBRE;5 AL 10;15;JORGE NEWBERY Y GUZMAN;;FINALIZADO;NEWBERY, JORGE AV. Y GUZMAN;NEWBERY, JORGE AV. & GUZMAN
-58.455918779119;-34.5935027849248;877;SEPTIEMBRE;5 AL 10;15;JORGE NEWBERY Y CALDAS;;FINALIZADO;NEWBERY, JORGE AV. Y CALDAS;NEWBERY, JORGE AV. & CALDAS
-58.477062493313;-34.57805034052;878;SEPTIEMBRE;5 AL 10;15;COMBATIENTES DE MALVINAS;3599;FINALIZADO;COMBATIENTES DE MALVINAS AV. 3599;3599 COMBATIENTES DE MALVINAS AV.
-58.470787337742;-34.5745394516433;879;SEPTIEMBRE;5 AL 10;15;LA PAMPA;4100;FINALIZADO;LA PAMPA 4100;4100 LA PAMPA
-58.4708618008355;-34.5745819083294;880;SEPTIEMBRE;5 AL 10;15;LA PAMPA;4104;FINALIZADO;LA PAMPA 4104;4104 LA PAMPA
-58.4735952406251;-34.5790108637992;881;SEPTIEMBRE;5 AL 10;15;LUGONES;1561;FINALIZADO;LUGONES 1561;1561 LUGONES
-58.473595160715;-34.5790509975253;882;SEPTIEMBRE;5 AL 10;15;LUGONES;1557;FINALIZADO;LUGONES 1557;1557 LUGONES
-58.4735685979608;-34.5776590286204;883;SEPTIEMBRE;5 AL 10;15;ALVAREZ THOMAS Y VIRREY DEL PINO;;FINALIZADO;ALVAREZ THOMAS AV. Y PINO, VIRREY DEL;ALVAREZ THOMAS AV. & PINO, VIRREY DEL
-58.4737493570261;-34.577617672076;884;SEPTIEMBRE;5 AL 10;15;ALVAREZ THOMAS Y LUGONES;;FINALIZADO;ALVAREZ THOMAS AV. Y LUGONES;ALVAREZ THOMAS AV. & LUGONES
-58.4756768126347;-34.5772678181369;885;SEPTIEMBRE;5 AL 10;15;URDININEA;1798;FINALIZADO;URDININEA 1798;1798 URDININEA
-58.4617115142257;-34.5768424390297;886;SEPTIEMBRE;5 AL 10;15;FOREST;1304;FINALIZADO;FOREST AV. 1304;1304 FOREST AV.
-58.39148040061;-34.6138768162946;887;SEPTIEMBRE;12 AL 17;1;BELGRANO;1786;FINALIZADO;BELGRANO AV. 1786;1786 BELGRANO AV.
-58.391583314341;-34.6138861251195;888;SEPTIEMBRE;12 AL 17;1;BELGRANO;1794;FINALIZADO;BELGRANO AV. 1794;1794 BELGRANO AV.
-58.39167947104;-34.613749732036;889;SEPTIEMBRE;12 AL 17;1;BELGRANO;1799;FINALIZADO;BELGRANO AV. 1799;1799 BELGRANO AV.
-58.383251972032;-34.6133087931866;890;SEPTIEMBRE;12 AL 17;1;BELGRANO;1202;FINALIZADO;BELGRANO AV. 1202;1202 BELGRANO AV.
-58.3734553711907;-34.5831435539973;891;SEPTIEMBRE;12 AL 17;1;ANTARTIDA ARGENTINA;1550;FINALIZADO;ANTARTIDA ARGENTINA AV. 1550;1550 ANTARTIDA ARGENTINA AV.
-58.373024337115;-34.5837462923733;892;SEPTIEMBRE;12 AL 17;1;ANTARTIDA ARGENTINA;1501;FINALIZADO;ANTARTIDA ARGENTINA AV. 1501;1501 ANTARTIDA ARGENTINA AV.
-58.3727953222056;-34.5843827297888;893;SEPTIEMBRE;12 AL 17;1;ANTARTIDA ARGENTINA;1399;FINALIZADO;ANTARTIDA ARGENTINA AV. 1399;1399 ANTARTIDA ARGENTINA AV.
-58.3722806174359;-34.586063462676;895;SEPTIEMBRE;12 AL 17;1;ANTARTIDA ARGENTINA;1299;FINALIZADO;ANTARTIDA ARGENTINA AV. 1299;1299 ANTARTIDA ARGENTINA AV.
-58.493545570369;-34.5900965088886;896;SEPTIEMBRE;12 AL 17;2 Y 3;BOLIVIA;3894;FINALIZADO;ESTADO PLURINACIONAL DE BOLIVIA 3894;3894 ESTADO PLURINACIONAL DE BOLIVIA
-58.4935620338176;-34.5898373592526;897;SEPTIEMBRE;12 AL 17;2 Y 3;BOLIVIA;3915;FINALIZADO;ESTADO PLURINACIONAL DE BOLIVIA 3915;3915 ESTADO PLURINACIONAL DE BOLIVIA
-58.4934058778706;-34.5900101586251;898;SEPTIEMBRE;12 AL 17;2 Y 3;BOLIVIA;3893;FINALIZADO;ESTADO PLURINACIONAL DE BOLIVIA 3893;3893 ESTADO PLURINACIONAL DE BOLIVIA
-58.4997225907714;-34.5936435806176;899;SEPTIEMBRE;12 AL 17;2 Y 3;HELGUERA;3916;FINALIZADO;HELGUERA 3916;3916 HELGUERA
-58.4043841091142;-34.6008154042294;900;SEPTIEMBRE;12 AL 17;2 Y 3;PUEYRREDON;807;FINALIZADO;PUEYRREDON AV. 807;807 PUEYRREDON AV.
-58.4058522722201;-34.606531279307;901;SEPTIEMBRE;12 AL 17;2 Y 3;PUEYRREDON;301;FINALIZADO;PUEYRREDON AV. 301;301 PUEYRREDON AV.
